time,leg_length,hip_angle_rad,hip_angle_deg,contact,gps_x,gps_y,gps_z,roll,pitch,yaw,height_from_gps
0.754000,0.000013,-0.000165,-0.009,0,0.437628,0.009391,0.195097,-3.141337,0.016958,-3.104204,0.195097
0.755000,0.000013,-0.000159,-0.009,0,0.437620,0.009383,0.194426,-3.141363,0.015347,-3.104224,0.194426
0.756000,0.000013,-0.000153,-0.009,0,0.437611,0.009375,0.193749,-3.141389,0.013721,-3.104245,0.193749
0.757000,0.000013,-0.000148,-0.008,0,0.437601,0.009367,0.193064,-3.141415,0.012080,-3.104265,0.193064
0.758000,0.000013,-0.000142,-0.008,0,0.437589,0.009360,0.192374,-3.141442,0.010423,-3.104286,0.192374
0.759000,0.000013,-0.000136,-0.008,0,0.437576,0.009352,0.191676,-3.141468,0.008751,-3.104306,0.191676
0.760000,0.000013,-0.000130,-0.007,0,0.437563,0.009344,0.190972,-3.141495,0.007063,-3.104326,0.190972
0.761000,0.000013,-0.000124,-0.007,0,0.437547,0.009336,0.190261,-3.141522,0.005360,-3.104347,0.190261
0.762000,0.000013,-0.000118,-0.007,0,0.437531,0.009328,0.189544,-3.141549,0.003642,-3.104367,0.189544
0.763000,0.000013,-0.000112,-0.006,0,0.437513,0.009320,0.188820,-3.141577,0.001908,-3.104387,0.188820
0.764000,0.000014,-0.000106,-0.006,0,0.437493,0.009312,0.188089,3.141581,0.000158,-3.104407,0.188089
0.765000,0.000014,-0.000100,-0.006,0,0.437472,0.009304,0.187352,3.141553,-0.001607,-3.104427,0.187352
0.766000,0.000014,-0.000094,-0.005,0,0.437450,0.009296,0.186608,3.141524,-0.003388,-3.104448,0.186608
0.767000,0.000014,-0.000088,-0.005,0,0.437426,0.009288,0.185858,3.141496,-0.005185,-3.104468,0.185858
0.768000,0.000014,-0.000082,-0.005,0,0.437400,0.009280,0.185101,3.141467,-0.006997,-3.104488,0.185101
0.769000,0.000014,-0.000076,-0.004,0,0.437373,0.009272,0.184338,3.141438,-0.008826,-3.104508,0.184338
0.770000,0.000014,-0.000070,-0.004,0,0.437345,0.009264,0.183568,3.141409,-0.010670,-3.104528,0.183568
0.771000,0.000014,-0.000064,-0.004,0,0.437314,0.009255,0.182792,3.141380,-0.012530,-3.104548,0.182792
0.772000,0.000014,-0.000058,-0.003,0,0.437282,0.009247,0.182009,3.141350,-0.014407,-3.104567,0.182009
0.773000,0.000015,-0.000051,-0.003,0,0.437248,0.009239,0.181219,3.141321,-0.016299,-3.104587,0.181219
0.774000,0.000015,-0.000045,-0.003,0,0.437212,0.009230,0.180424,3.141291,-0.018207,-3.104607,0.180424
0.775000,0.000015,-0.000039,-0.002,0,0.437175,0.009222,0.179622,3.141260,-0.020132,-3.104627,0.179622
0.776000,0.000015,-0.000033,-0.002,0,0.437136,0.009214,0.178813,3.141230,-0.022072,-3.104647,0.178813
0.777000,0.000015,-0.000027,-0.002,0,0.437094,0.009205,0.177998,3.141199,-0.024029,-3.104666,0.177998
0.778000,0.000015,-0.000021,-0.001,0,0.437051,0.009197,0.177177,3.141168,-0.026002,-3.104686,0.177177
0.779000,0.000015,-0.000014,-0.001,0,0.437006,0.009188,0.176349,3.141137,-0.027991,-3.104705,0.176349
0.780000,0.000015,-0.000008,-0.000,0,0.436959,0.009179,0.175515,3.141106,-0.029996,-3.104725,0.175515
0.781000,0.000015,-0.000002,-0.000,0,0.436909,0.009171,0.174674,3.141074,-0.032017,-3.104744,0.174674
0.782000,0.000015,0.000004,0.000,0,0.436858,0.009162,0.173827,3.141042,-0.034055,-3.104764,0.173827
0.783000,0.000016,0.000011,0.001,0,0.436804,0.009153,0.172974,3.141010,-0.036108,-3.104783,0.172974
0.784000,0.000016,0.000017,0.001,0,0.436748,0.009145,0.172114,3.140978,-0.038178,-3.104802,0.172114
0.785000,0.000016,0.000023,0.001,0,0.436690,0.009136,0.171248,3.140945,-0.040264,-3.104821,0.171248
0.786000,0.000016,0.000030,0.002,0,0.436630,0.009127,0.170376,3.140912,-0.042367,-3.104841,0.170376
0.787000,0.000016,0.000036,0.002,0,0.436567,0.009118,0.169498,3.140879,-0.044485,-3.104860,0.169498
0.788000,0.000016,0.000043,0.002,0,0.436502,0.009109,0.168613,3.140846,-0.046620,-3.104879,0.168613
0.789000,0.000016,0.000049,0.003,0,0.436435,0.009100,0.167721,3.140813,-0.048770,-3.104898,0.167721
0.790000,0.000016,0.000056,0.003,0,0.436365,0.009091,0.166824,3.140779,-0.050937,-3.104916,0.166824
0.791000,0.000016,0.000062,0.004,0,0.436293,0.009082,0.165920,3.140745,-0.053120,-3.104935,0.165920
0.792000,0.000016,0.000069,0.004,0,0.436218,0.009072,0.165010,3.140711,-0.055319,-3.104954,0.165010
0.793000,0.000016,0.000075,0.004,0,0.436141,0.009063,0.164093,3.140676,-0.057534,-3.104973,0.164093
0.794000,0.000017,0.000082,0.005,0,0.436061,0.009054,0.163170,3.140642,-0.059765,-3.104991,0.163170
0.795000,0.000017,0.000088,0.005,0,0.435978,0.009045,0.162241,3.140607,-0.062012,-3.105010,0.162241
0.796000,0.000017,0.000095,0.005,0,0.435892,0.009035,0.161306,3.140572,-0.064275,-3.105028,0.161306
0.797000,0.000017,0.000101,0.006,0,0.435804,0.009026,0.160364,3.140536,-0.066555,-3.105047,0.160364
0.798000,0.000017,0.000108,0.006,1,0.435713,0.009016,0.159417,3.140501,-0.068849,-3.105065,0.159417
0.799000,-0.001302,0.000061,0.003,1,0.435624,0.009017,0.158466,3.140455,-0.071149,-3.105029,0.158466
0.800000,-0.002273,0.000009,0.001,1,0.435530,0.009019,0.157512,3.140409,-0.073460,-3.104990,0.157512
0.801000,-0.003185,-0.000055,-0.003,1,0.435434,0.009023,0.156557,3.140361,-0.075774,-3.104938,0.156557
0.802000,-0.004076,-0.000122,-0.007,1,0.435338,0.009029,0.155602,3.140313,-0.078086,-3.104883,0.155602
0.803000,-0.004951,-0.000189,-0.011,1,0.435241,0.009034,0.154650,3.140265,-0.080395,-3.104827,0.154650
0.804000,-0.005813,-0.000256,-0.015,1,0.435143,0.009039,0.153701,3.140218,-0.082694,-3.104772,0.153701
0.805000,-0.006662,-0.000322,-0.018,1,0.435045,0.009044,0.152758,3.140172,-0.084981,-3.104717,0.152758
0.806000,-0.007551,-0.000386,-0.022,1,0.434947,0.009049,0.151821,3.140127,-0.087252,-3.104664,0.151821
0.807000,-0.008419,-0.000450,-0.026,1,0.434848,0.009054,0.150892,3.140082,-0.089504,-3.104612,0.150892
0.808000,-0.009274,-0.000513,-0.029,1,0.434750,0.009059,0.149974,3.140039,-0.091733,-3.104560,0.149974
0.809000,-0.010117,-0.000576,-0.033,1,0.434652,0.009064,0.149066,3.139997,-0.093936,-3.104510,0.149066
0.810000,-0.010947,-0.000637,-0.036,1,0.434555,0.009069,0.148170,3.139955,-0.096109,-3.104460,0.148170
0.811000,-0.011762,-0.000697,-0.040,1,0.434458,0.009074,0.147289,3.139915,-0.098249,-3.104411,0.147289
0.812000,-0.012563,-0.000757,-0.043,1,0.434362,0.009079,0.146422,3.139876,-0.100353,-3.104363,0.146422
0.813000,-0.013347,-0.000815,-0.047,1,0.434267,0.009083,0.145572,3.139838,-0.102418,-3.104316,0.145572
0.814000,-0.014115,-0.000872,-0.050,1,0.434173,0.009088,0.144739,3.139800,-0.104440,-3.104270,0.144739
0.815000,-0.014865,-0.000929,-0.053,1,0.434081,0.009092,0.143925,3.139764,-0.106418,-3.104225,0.143925
0.816000,-0.015597,-0.000984,-0.056,1,0.433989,0.009097,0.143130,3.139729,-0.108348,-3.104181,0.143130
0.817000,-0.016309,-0.001038,-0.059,1,0.433899,0.009101,0.142357,3.139695,-0.110227,-3.104139,0.142357
0.818000,-0.017000,-0.001031,-0.059,1,0.433811,0.009105,0.141606,3.139669,-0.112053,-3.104133,0.141606
0.819000,-0.017670,-0.001024,-0.059,1,0.433724,0.009109,0.140877,3.139644,-0.113824,-3.104121,0.140877
0.820000,-0.018317,-0.001020,-0.058,1,0.433640,0.009113,0.140173,3.139619,-0.115537,-3.104107,0.140173
0.821000,-0.018942,-0.001014,-0.058,1,0.433557,0.009117,0.139494,3.139595,-0.117189,-3.104094,0.139494
0.822000,-0.019542,-0.001007,-0.058,1,0.433476,0.009121,0.138840,3.139573,-0.118779,-3.104083,0.138840
0.823000,-0.020118,-0.000996,-0.057,1,0.433398,0.009125,0.138213,3.139552,-0.120305,-3.104073,0.138213
0.824000,-0.020669,-0.000987,-0.057,1,0.433323,0.009128,0.137613,3.139532,-0.121765,-3.104065,0.137613
0.825000,-0.021193,-0.000975,-0.056,1,0.433250,0.009132,0.137042,3.139513,-0.123156,-3.104058,0.137042
0.826000,-0.021691,-0.000963,-0.055,1,0.433180,0.009135,0.136499,3.139496,-0.124477,-3.104052,0.136499
0.827000,-0.022162,-0.000948,-0.054,1,0.433113,0.009138,0.135986,3.139480,-0.125727,-3.104048,0.135986
0.828000,-0.022604,-0.000933,-0.053,1,0.433049,0.009141,0.135503,3.139464,-0.126904,-3.104045,0.135503
0.829000,-0.023019,-0.000916,-0.052,1,0.432988,0.009143,0.135051,3.139450,-0.128006,-3.104043,0.135051
0.830000,-0.023404,-0.000897,-0.051,1,0.432931,0.009146,0.134630,3.139437,-0.129033,-3.104043,0.134630
0.831000,-0.023760,-0.000878,-0.050,1,0.432878,0.009148,0.134240,3.139426,-0.129982,-3.104044,0.134240
0.832000,-0.024086,-0.000857,-0.049,1,0.432828,0.009150,0.133883,3.139415,-0.130853,-3.104046,0.133883
0.833000,-0.024382,-0.000835,-0.048,1,0.432783,0.009152,0.133558,3.139406,-0.131646,-3.104050,0.133558
0.834000,-0.024648,-0.000811,-0.046,1,0.432742,0.009154,0.133266,3.139398,-0.132358,-3.104055,0.133266
0.835000,-0.024883,-0.000786,-0.045,1,0.432705,0.009155,0.133007,3.139391,-0.132990,-3.104061,0.133007
0.836000,-0.025087,-0.000760,-0.044,1,0.432673,0.009156,0.132782,3.139386,-0.133540,-3.104068,0.132782
0.837000,-0.025259,-0.000732,-0.042,1,0.432646,0.009157,0.132590,3.139382,-0.134008,-3.104077,0.132590
0.838000,-0.025400,-0.000704,-0.040,1,0.432623,0.009158,0.132432,3.139379,-0.134393,-3.104088,0.132432
0.839000,-0.025510,-0.000673,-0.039,1,0.432605,0.009159,0.132308,3.139378,-0.134696,-3.104099,0.132308
0.840000,-0.025588,-0.000642,-0.037,1,0.432592,0.009160,0.132219,3.139378,-0.134915,-3.104112,0.132219
0.841000,-0.025634,-0.000609,-0.035,1,0.432584,0.009160,0.132163,3.139379,-0.135051,-3.104127,0.132163
0.842000,-0.025648,-0.000575,-0.033,1,0.432582,0.009160,0.132142,3.139382,-0.135104,-3.104143,0.132142
0.843000,-0.025625,-0.000540,-0.031,1,0.432580,0.009161,0.132153,3.139386,-0.135079,-3.104159,0.132153
0.844000,-0.025564,-0.000505,-0.029,1,0.432577,0.009161,0.132195,3.139391,-0.134986,-3.104176,0.132195
0.845000,-0.025472,-0.000470,-0.027,1,0.432572,0.009161,0.132266,3.139397,-0.134829,-3.104193,0.132266
0.846000,-0.025353,-0.000435,-0.025,1,0.432563,0.009161,0.132363,3.139404,-0.134614,-3.104211,0.132363
0.847000,-0.025210,-0.000400,-0.023,1,0.432550,0.009160,0.132485,3.139411,-0.134343,-3.104228,0.132485
0.848000,-0.025046,-0.000365,-0.021,1,0.432534,0.009160,0.132630,3.139419,-0.134023,-3.104245,0.132630
0.849000,-0.024862,-0.000330,-0.019,1,0.432514,0.009160,0.132797,3.139428,-0.133655,-3.104263,0.132797
0.850000,-0.024661,-0.000295,-0.017,1,0.432492,0.009159,0.132985,3.139438,-0.133245,-3.104280,0.132985
0.851000,-0.024444,-0.000260,-0.015,1,0.432466,0.009159,0.133191,3.139448,-0.132794,-3.104298,0.133191
0.852000,-0.024212,-0.000225,-0.013,1,0.432437,0.009159,0.133415,3.139459,-0.132306,-3.104315,0.133415
0.853000,-0.023966,-0.000190,-0.011,1,0.432407,0.009158,0.133655,3.139470,-0.131785,-3.104333,0.133655
0.854000,-0.023707,-0.000155,-0.009,1,0.432374,0.009157,0.133909,3.139482,-0.131233,-3.104351,0.133909
0.855000,-0.023436,-0.000120,-0.007,1,0.432340,0.009157,0.134177,3.139494,-0.130655,-3.104369,0.134177
0.856000,-0.023158,-0.000084,-0.005,1,0.432306,0.009156,0.134457,3.139507,-0.130050,-3.104387,0.134457
0.857000,-0.022874,-0.000048,-0.003,1,0.432273,0.009155,0.134749,3.139521,-0.129419,-3.104406,0.134749
0.858000,-0.022582,-0.000012,-0.001,1,0.432244,0.009155,0.135053,3.139535,-0.128763,-3.104426,0.135053
0.859000,-0.022282,0.000026,0.001,1,0.432219,0.009154,0.135367,3.139550,-0.128081,-3.104446,0.135367
0.860000,-0.021976,0.000064,0.004,1,0.432199,0.009153,0.135691,3.139566,-0.127374,-3.104468,0.135691
0.861000,-0.021661,0.000103,0.006,1,0.432184,0.009152,0.136025,3.139582,-0.126642,-3.104490,0.136025
0.862000,-0.021340,0.000143,0.008,1,0.432176,0.009151,0.136369,3.139599,-0.125886,-3.104514,0.136369
0.863000,-0.021011,0.000184,0.011,1,0.432174,0.009150,0.136722,3.139616,-0.125106,-3.104538,0.136722
0.864000,-0.020675,0.000226,0.013,1,0.432179,0.009149,0.137084,3.139633,-0.124302,-3.104563,0.137084
0.865000,-0.020332,0.000269,0.015,1,0.432191,0.009148,0.137455,3.139651,-0.123476,-3.104589,0.137455
0.866000,-0.019981,0.000313,0.018,1,0.432210,0.009146,0.137834,3.139668,-0.122627,-3.104616,0.137834
0.867000,-0.019624,0.000358,0.021,1,0.432235,0.009145,0.138221,3.139686,-0.121757,-3.104644,0.138221
0.868000,-0.019260,0.000405,0.023,1,0.432267,0.009143,0.138616,3.139703,-0.120865,-3.104673,0.138616
0.869000,-0.018890,0.000452,0.026,1,0.432304,0.009142,0.139018,3.139722,-0.119952,-3.104704,0.139018
0.870000,-0.018513,0.000500,0.029,1,0.432348,0.009140,0.139427,3.139740,-0.119018,-3.104735,0.139427
0.871000,-0.018131,0.000550,0.031,1,0.432398,0.009138,0.139843,3.139758,-0.118065,-3.104767,0.139843
0.872000,-0.017742,0.000600,0.034,1,0.432454,0.009136,0.140266,3.139777,-0.117091,-3.104800,0.140266
0.873000,-0.017349,0.000652,0.037,1,0.432514,0.009134,0.140695,3.139796,-0.116098,-3.104834,0.140695
0.874000,-0.016950,0.000704,0.040,1,0.432580,0.009132,0.141130,3.139816,-0.115086,-3.104869,0.141130
0.875000,-0.016546,0.000758,0.043,1,0.432651,0.009130,0.141570,3.139836,-0.114055,-3.104905,0.141570
0.876000,-0.016139,0.000812,0.047,1,0.432727,0.009128,0.142015,3.139856,-0.113005,-3.104941,0.142015
0.877000,-0.015726,0.000867,0.050,1,0.432807,0.009126,0.142465,3.139876,-0.111938,-3.104979,0.142465
0.878000,-0.015311,0.000924,0.053,1,0.432891,0.009124,0.142920,3.139897,-0.110852,-3.105017,0.142920
0.879000,-0.014891,0.000981,0.056,1,0.432978,0.009121,0.143378,3.139918,-0.109750,-3.105057,0.143378
0.880000,-0.014469,0.001039,0.060,1,0.433070,0.009119,0.143840,3.139939,-0.108630,-3.105097,0.143840
0.881000,-0.014043,0.001031,0.059,1,0.433165,0.009117,0.144305,3.139953,-0.107494,-3.105098,0.144305
0.882000,-0.013616,0.001025,0.059,1,0.433263,0.009114,0.144774,3.139968,-0.106342,-3.105106,0.144774
0.883000,-0.013186,0.001020,0.058,1,0.433364,0.009111,0.145245,3.139983,-0.105174,-3.105118,0.145245
0.884000,-0.012754,0.001016,0.058,1,0.433468,0.009108,0.145718,3.140004,-0.103991,-3.105131,0.145718
0.885000,-0.012320,0.001012,0.058,1,0.433571,0.009106,0.146194,3.140026,-0.102797,-3.105144,0.146194
0.886000,-0.011884,0.001007,0.058,1,0.433674,0.009103,0.146672,3.140046,-0.101591,-3.105157,0.146672
0.887000,-0.011446,0.001003,0.057,1,0.433776,0.009100,0.147152,3.140068,-0.100374,-3.105170,0.147152
0.888000,-0.011006,0.000999,0.057,1,0.433877,0.009098,0.147635,3.140089,-0.099147,-3.105183,0.147635
0.889000,-0.010565,0.000994,0.057,1,0.433976,0.009095,0.148119,3.140111,-0.097911,-3.105195,0.148119
0.890000,-0.010123,0.000990,0.057,1,0.434073,0.009092,0.148604,3.140133,-0.096668,-3.105208,0.148604
0.891000,-0.009680,0.000985,0.056,1,0.434168,0.009089,0.149090,3.140154,-0.095417,-3.105220,0.149090
0.892000,-0.009236,0.000980,0.056,1,0.434260,0.009087,0.149577,3.140176,-0.094162,-3.105232,0.149577
0.893000,-0.008792,0.000975,0.056,1,0.434350,0.009084,0.150065,3.140198,-0.092902,-3.105244,0.150065
0.894000,-0.008347,0.000970,0.056,1,0.434436,0.009081,0.150553,3.140220,-0.091639,-3.105256,0.150553
0.895000,-0.007903,0.000965,0.055,1,0.434520,0.009078,0.151040,3.140241,-0.090374,-3.105267,0.151040
0.896000,-0.007459,0.000959,0.055,1,0.434601,0.009075,0.151528,3.140262,-0.089109,-3.105278,0.151528
0.897000,-0.007015,0.000954,0.055,1,0.434678,0.009072,0.152015,3.140283,-0.087843,-3.105289,0.152015
0.898000,-0.006573,0.000948,0.054,1,0.434753,0.009069,0.152501,3.140304,-0.086580,-3.105300,0.152501
0.899000,-0.006131,0.000942,0.054,1,0.434825,0.009065,0.152986,3.140324,-0.085319,-3.105310,0.152986
0.900000,-0.005691,0.000936,0.054,1,0.434894,0.009062,0.153469,3.140344,-0.084062,-3.105320,0.153469
0.901000,-0.005253,0.000930,0.053,1,0.434961,0.009059,0.153950,3.140363,-0.082811,-3.105330,0.153950
0.902000,-0.004816,0.000923,0.053,1,0.435025,0.009055,0.154430,3.140382,-0.081565,-3.105339,0.154430
0.903000,-0.004382,0.000916,0.052,1,0.435087,0.009052,0.154906,3.140401,-0.080328,-3.105348,0.154906
0.904000,-0.003950,0.000909,0.052,1,0.435147,0.009049,0.155380,3.140419,-0.079098,-3.105357,0.155380
0.905000,-0.003522,0.000902,0.052,1,0.435205,0.009045,0.155851,3.140437,-0.077879,-3.105366,0.155851
0.906000,-0.003096,0.000894,0.051,1,0.435261,0.009042,0.156318,3.140454,-0.076670,-3.105374,0.156318
0.907000,-0.002674,0.000887,0.051,1,0.435315,0.009038,0.156782,3.140471,-0.075474,-3.105382,0.156782
0.908000,-0.002260,0.000879,0.050,1,0.435368,0.009034,0.157241,3.140488,-0.074290,-3.105390,0.157241
0.909000,-0.001854,0.000871,0.050,1,0.435419,0.009031,0.157696,3.140504,-0.073120,-3.105398,0.157696
0.910000,-0.001456,0.000863,0.049,1,0.435470,0.009027,0.158146,3.140519,-0.071964,-3.105405,0.158146
0.911000,-0.001067,0.000855,0.049,1,0.435519,0.009024,0.158591,3.140535,-0.070825,-3.105412,0.158591
0.912000,-0.000684,0.000846,0.048,1,0.435568,0.009020,0.159030,3.140550,-0.069701,-3.105419,0.159030
0.913000,-0.000308,0.000837,0.048,1,0.435616,0.009017,0.159465,3.140564,-0.068595,-3.105426,0.159465
0.914000,0.000062,0.000828,0.047,1,0.435663,0.009013,0.159893,3.140579,-0.067507,-3.105432,0.159893
0.915000,0.000379,0.000819,0.047,1,0.435709,0.009009,0.160315,3.140593,-0.066438,-3.105438,0.160315
0.916000,0.000580,0.000810,0.046,0,0.435754,0.009006,0.160730,3.140606,-0.065390,-3.105445,0.160730
0.917000,0.000633,0.000801,0.046,0,0.435799,0.009002,0.161138,3.140620,-0.064361,-3.105451,0.161138
0.918000,0.000544,0.000792,0.045,0,0.435842,0.008999,0.161540,3.140633,-0.063354,-3.105457,0.161540
0.919000,0.000347,0.000783,0.045,0,0.435884,0.008995,0.161936,3.140646,-0.062367,-3.105463,0.161936
0.920000,0.000100,0.000774,0.044,0,0.435924,0.008991,0.162325,3.140658,-0.061399,-3.105469,0.162325
0.921000,-0.000137,0.000765,0.044,0,0.435964,0.008988,0.162709,3.140671,-0.060451,-3.105476,0.162709
0.922000,-0.000312,0.000756,0.043,0,0.436002,0.008984,0.163087,3.140683,-0.059520,-3.105482,0.163087
0.923000,-0.000394,0.000747,0.043,0,0.436039,0.008980,0.163460,3.140696,-0.058607,-3.105488,0.163460
0.924000,-0.000375,0.000738,0.042,0,0.436075,0.008976,0.163828,3.140708,-0.057711,-3.105494,0.163828
0.925000,-0.000271,0.000729,0.042,0,0.436110,0.008973,0.164190,3.140720,-0.056833,-3.105501,0.164190
0.926000,-0.000115,0.000721,0.041,0,0.436143,0.008969,0.164546,3.140731,-0.055973,-3.105507,0.164546
0.927000,0.000052,0.000712,0.041,0,0.436175,0.008965,0.164897,3.140743,-0.055130,-3.105514,0.164897
0.928000,0.000191,0.000704,0.040,0,0.436206,0.008961,0.165242,3.140755,-0.054307,-3.105520,0.165242
0.929000,0.000274,0.000695,0.040,0,0.436236,0.008957,0.165580,3.140766,-0.053502,-3.105527,0.165580
0.930000,0.000289,0.000687,0.039,0,0.436264,0.008953,0.165912,3.140777,-0.052716,-3.105533,0.165912
0.931000,0.000241,0.000678,0.039,0,0.436291,0.008949,0.166238,3.140788,-0.051949,-3.105540,0.166238
0.932000,0.000148,0.000670,0.038,0,0.436317,0.008945,0.166557,3.140799,-0.051200,-3.105546,0.166557
0.933000,0.000035,0.000662,0.038,0,0.436341,0.008941,0.166870,3.140810,-0.050469,-3.105553,0.166870
0.934000,-0.000068,0.000653,0.037,0,0.436365,0.008937,0.167177,3.140821,-0.049755,-3.105560,0.167177
0.935000,-0.000141,0.000645,0.037,0,0.436387,0.008933,0.167478,3.140831,-0.049057,-3.105567,0.167478
0.936000,-0.000170,0.000637,0.037,0,0.436409,0.008929,0.167773,3.140841,-0.048377,-3.105574,0.167773
0.937000,-0.000154,0.000629,0.036,0,0.436429,0.008925,0.168062,3.140851,-0.047712,-3.105580,0.168062
0.938000,-0.000102,0.000621,0.036,0,0.436449,0.008921,0.168345,3.140861,-0.047063,-3.105587,0.168345
0.939000,-0.000030,0.000613,0.035,0,0.436467,0.008917,0.168621,3.140871,-0.046431,-3.105594,0.168621
0.940000,0.000043,0.000605,0.035,0,0.436485,0.008913,0.168891,3.140880,-0.045814,-3.105601,0.168891
0.941000,0.000100,0.000597,0.034,0,0.436502,0.008909,0.169155,3.140890,-0.045214,-3.105608,0.169155
0.942000,0.000131,0.000589,0.034,0,0.436518,0.008905,0.169411,3.140899,-0.044630,-3.105615,0.169411
0.943000,0.000131,0.000581,0.033,0,0.436534,0.008900,0.169662,3.140907,-0.044061,-3.105621,0.169662
0.944000,0.000104,0.000573,0.033,0,0.436549,0.008896,0.169905,3.140916,-0.043509,-3.105628,0.169905
0.945000,0.000060,0.000565,0.032,0,0.436564,0.008892,0.170141,3.140924,-0.042972,-3.105635,0.170141
0.946000,0.000010,0.000557,0.032,0,0.436578,0.008888,0.170371,3.140932,-0.042451,-3.105642,0.170371
0.947000,-0.000033,0.000549,0.031,0,0.436591,0.008884,0.170595,3.140940,-0.041944,-3.105648,0.170595
0.948000,-0.000061,0.000541,0.031,0,0.436604,0.008880,0.170811,3.140948,-0.041452,-3.105655,0.170811
0.949000,-0.000068,0.000532,0.031,0,0.436616,0.008875,0.171021,3.140955,-0.040974,-3.105661,0.171021
0.950000,-0.000057,0.000524,0.030,0,0.436628,0.008871,0.171225,3.140962,-0.040511,-3.105668,0.171225
0.951000,-0.000031,0.000516,0.030,0,0.436640,0.008867,0.171421,3.140969,-0.040063,-3.105674,0.171421
0.952000,0.000001,0.000508,0.029,0,0.436651,0.008863,0.171611,3.140975,-0.039628,-3.105681,0.171611
0.953000,0.000032,0.000499,0.029,0,0.436662,0.008858,0.171794,3.140982,-0.039209,-3.105687,0.171794
0.954000,0.000054,0.000491,0.028,0,0.436673,0.008854,0.171970,3.140988,-0.038803,-3.105694,0.171970
0.955000,0.000064,0.000483,0.028,0,0.436683,0.008850,0.172139,3.140994,-0.038412,-3.105700,0.172139
0.956000,0.000060,0.000474,0.027,0,0.436693,0.008845,0.172301,3.140999,-0.038036,-3.105706,0.172301
0.957000,0.000046,0.000466,0.027,0,0.436703,0.008841,0.172457,3.141004,-0.037674,-3.105713,0.172457
0.958000,0.000026,0.000458,0.026,0,0.436712,0.008837,0.172605,3.141009,-0.037326,-3.105719,0.172605
0.959000,0.000005,0.000449,0.026,0,0.436721,0.008833,0.172747,3.141014,-0.036993,-3.105725,0.172747
0.960000,-0.000013,0.000441,0.025,0,0.436730,0.008828,0.172881,3.141019,-0.036674,-3.105731,0.172881
0.961000,-0.000022,0.000432,0.025,0,0.436738,0.008824,0.173009,3.141023,-0.036369,-3.105737,0.173009
0.962000,-0.000023,0.000424,0.024,0,0.436746,0.008820,0.173130,3.141027,-0.036079,-3.105743,0.173130
0.963000,-0.000015,0.000415,0.024,0,0.436754,0.008815,0.173245,3.141031,-0.035802,-3.105749,0.173245
0.964000,-0.000003,0.000407,0.023,0,0.436761,0.008811,0.173352,3.141034,-0.035541,-3.105755,0.173352
0.965000,0.000011,0.000398,0.023,0,0.436768,0.008807,0.173453,3.141038,-0.035293,-3.105761,0.173453
0.966000,0.000024,0.000390,0.022,0,0.436775,0.008802,0.173547,3.141041,-0.035060,-3.105767,0.173547
0.967000,0.000032,0.000381,0.022,0,0.436781,0.008798,0.173634,3.141044,-0.034842,-3.105773,0.173634
0.968000,0.000034,0.000373,0.021,0,0.436787,0.008794,0.173714,3.141046,-0.034639,-3.105779,0.173714
0.969000,0.000031,0.000364,0.021,0,0.436793,0.008789,0.173788,3.141049,-0.034451,-3.105785,0.173788
0.970000,0.000024,0.000355,0.020,0,0.436798,0.008785,0.173854,3.141051,-0.034278,-3.105791,0.173854
0.971000,0.000015,0.000347,0.020,0,0.436802,0.008780,0.173914,3.141053,-0.034119,-3.105797,0.173914
0.972000,0.000006,0.000338,0.019,0,0.436807,0.008776,0.173968,3.141055,-0.033976,-3.105803,0.173968
0.973000,0.000000,0.000330,0.019,0,0.436810,0.008772,0.174014,3.141056,-0.033848,-3.105809,0.174014
0.974000,-0.000003,0.000321,0.018,0,0.436814,0.008767,0.174054,3.141057,-0.033736,-3.105815,0.174054
0.975000,-0.000002,0.000313,0.018,0,0.436817,0.008763,0.174088,3.141058,-0.033638,-3.105821,0.174088
0.976000,0.000002,0.000304,0.017,0,0.436820,0.008758,0.174115,3.141059,-0.033556,-3.105827,0.174115
0.977000,0.000008,0.000296,0.017,0,0.436822,0.008754,0.174135,3.141060,-0.033490,-3.105833,0.174135
0.978000,0.000014,0.000287,0.016,0,0.436823,0.008749,0.174149,3.141060,-0.033440,-3.105839,0.174149
0.979000,0.000019,0.000279,0.016,0,0.436825,0.008745,0.174156,3.141060,-0.033405,-3.105844,0.174156
0.980000,0.000022,0.000270,0.015,0,0.436826,0.008740,0.174157,3.141060,-0.033386,-3.105850,0.174157
0.981000,0.000022,0.000262,0.015,0,0.436826,0.008736,0.174151,3.141060,-0.033383,-3.105856,0.174151
0.982000,0.000020,0.000253,0.015,0,0.436826,0.008731,0.174138,3.141060,-0.033396,-3.105862,0.174138
0.983000,0.000017,0.000245,0.014,0,0.436825,0.008727,0.174119,3.141059,-0.033425,-3.105868,0.174119
0.984000,0.000013,0.000237,0.014,0,0.436824,0.008722,0.174094,3.141058,-0.033471,-3.105874,0.174094
0.985000,0.000009,0.000228,0.013,0,0.436823,0.008718,0.174062,3.141057,-0.033533,-3.105880,0.174062
0.986000,0.000007,0.000220,0.013,0,0.436821,0.008713,0.174024,3.141055,-0.033611,-3.105886,0.174024
0.987000,0.000007,0.000211,0.012,0,0.436819,0.008709,0.173979,3.141053,-0.033705,-3.105892,0.173979
