time,leg_length,hip_angle_rad,hip_angle_deg,contact,height_from_gps,arm_angle_raw_rad,arm_angle_rad,arm_angle_deg,x_displacement,foot_x_computed,foot_z_computed,roll,pitch,yaw
0.000000,0.099958,-0.437355,-25.059,0,0.374007,0.328063,0.001686,0.097,0.000759,-0.041578,0.283458,-2.698660,0.454830,3.132377
0.001000,0.099963,-0.437364,-25.059,0,0.373892,0.328051,0.001675,0.096,0.000754,-0.041586,0.283338,-2.698651,0.454535,3.132365
0.002000,0.099981,-0.437371,-25.060,0,0.373772,0.328039,0.001662,0.095,0.000748,-0.041600,0.283203,-2.698644,0.454225,3.132352
0.003000,0.100000,-0.437377,-25.060,0,0.373646,0.328026,0.001649,0.094,0.000742,-0.041614,0.283060,-2.698637,0.453901,3.132340
0.004000,0.100015,-0.437382,-25.060,0,0.373515,0.328012,0.001635,0.094,0.000736,-0.041627,0.282915,-2.698631,0.453562,3.132327
0.005000,0.100022,-0.437385,-25.060,0,0.373379,0.327997,0.001621,0.093,0.000729,-0.041637,0.282773,-2.698625,0.453209,3.132313
0.006000,0.100021,-0.437388,-25.060,0,0.373237,0.327982,0.001605,0.092,0.000722,-0.041644,0.282632,-2.698618,0.452841,3.132299
0.007000,0.100016,-0.437391,-25.061,0,0.373090,0.327966,0.001589,0.091,0.000715,-0.041649,0.282490,-2.698612,0.452458,3.132285
0.008000,0.100008,-0.437392,-25.061,0,0.372937,0.327949,0.001572,0.090,0.000708,-0.041654,0.282344,-2.698605,0.452061,3.132271
0.009000,0.100003,-0.437394,-25.061,0,0.372779,0.327932,0.001555,0.089,0.000700,-0.041659,0.282191,-2.698598,0.451649,3.132256
0.010000,0.100000,-0.437395,-25.061,0,0.372616,0.327914,0.001537,0.088,0.000692,-0.041666,0.282031,-2.698590,0.451222,3.132240
0.011000,0.099999,-0.437396,-25.061,0,0.372447,0.327895,0.001518,0.087,0.000683,-0.041675,0.281862,-2.698582,0.450780,3.132225
0.012000,0.100001,-0.437397,-25.061,0,0.372273,0.327876,0.001499,0.086,0.000675,-0.041684,0.281686,-2.698573,0.450324,3.132209
0.013000,0.100004,-0.437398,-25.061,0,0.372094,0.327856,0.001479,0.085,0.000666,-0.041694,0.281505,-2.698565,0.449852,3.132193
0.014000,0.100006,-0.437398,-25.061,0,0.371909,0.327836,0.001459,0.084,0.000657,-0.041704,0.281318,-2.698555,0.449366,3.132176
0.015000,0.100007,-0.437398,-25.061,0,0.371719,0.327815,0.001438,0.082,0.000647,-0.041714,0.281126,-2.698546,0.448865,3.132160
0.016000,0.100008,-0.437399,-25.061,0,0.371523,0.327793,0.001417,0.081,0.000638,-0.041724,0.280931,-2.698536,0.448349,3.132142
0.017000,0.100007,-0.437399,-25.061,0,0.371322,0.327772,0.001395,0.080,0.000628,-0.041734,0.280730,-2.698526,0.447818,3.132125
0.018000,0.100006,-0.437399,-25.061,0,0.371115,0.327749,0.001373,0.079,0.000618,-0.041743,0.280524,-2.698515,0.447273,3.132107
