time,leg_length,hip_angle_rad,hip_angle_deg,contact,height_from_gps,arm_angle_raw_rad,arm_angle_rad,arm_angle_deg,x_displacement,foot_x_computed,foot_z_computed,roll,pitch,yaw
0.000000,0.099958,-0.121395,-6.955,0,0.373345,0.328159,0.001783,0.102,0.000802,-0.011302,0.274122,-3.015235,0.451524,3.131022
0.001000,0.099964,-0.121396,-6.955,0,0.373228,0.328152,0.001775,0.102,0.000799,-0.011307,0.274000,-3.015235,0.451224,3.131014
0.002000,0.099981,-0.121397,-6.956,0,0.373106,0.328144,0.001767,0.101,0.000795,-0.011312,0.273860,-3.015234,0.450910,3.131006
0.003000,0.100001,-0.121397,-6.956,0,0.372978,0.328135,0.001759,0.101,0.000791,-0.011319,0.273713,-3.015233,0.450582,3.130998
0.004000,0.100016,-0.121398,-6.956,0,0.372845,0.328126,0.001750,0.100,0.000787,-0.011324,0.273565,-3.015230,0.450238,3.130990
0.005000,0.100023,-0.121398,-6.956,0,0.372706,0.328117,0.001740,0.100,0.000783,-0.011330,0.273419,-3.015227,0.449880,3.130981
0.006000,0.100022,-0.121399,-6.956,0,0.372562,0.328107,0.001730,0.099,0.000779,-0.011334,0.273276,-3.015223,0.449507,3.130973
0.007000,0.100016,-0.121399,-6.956,0,0.372412,0.328096,0.001720,0.099,0.000774,-0.011338,0.273132,-3.015218,0.449119,3.130965
0.008000,0.100009,-0.121399,-6.956,0,0.372257,0.328085,0.001709,0.098,0.000769,-0.011342,0.272984,-3.015212,0.448716,3.130956
0.009000,0.100003,-0.121399,-6.956,0,0.372097,0.328074,0.001697,0.097,0.000764,-0.011347,0.272830,-3.015205,0.448298,3.130948
0.010000,0.100000,-0.121399,-6.956,0,0.371931,0.328062,0.001686,0.097,0.000758,-0.011352,0.272667,-3.015197,0.447865,3.130939
0.011000,0.100000,-0.121400,-6.956,0,0.371760,0.328050,0.001673,0.096,0.000753,-0.011357,0.272496,-3.015189,0.447417,3.130930
0.012000,0.100002,-0.121400,-6.956,0,0.371583,0.328037,0.001661,0.095,0.000747,-0.011363,0.272317,-3.015180,0.446954,3.130922
0.013000,0.100004,-0.121400,-6.956,0,0.371401,0.328024,0.001648,0.094,0.000742,-0.011369,0.272132,-3.015170,0.446477,3.130913
0.014000,0.100007,-0.121400,-6.956,0,0.371213,0.328011,0.001635,0.094,0.000736,-0.011375,0.271943,-3.015160,0.445984,3.130904
0.015000,0.100008,-0.121400,-6.956,0,0.371020,0.327998,0.001621,0.093,0.000729,-0.011382,0.271748,-3.015149,0.445476,3.130895
0.016000,0.100008,-0.121400,-6.956,0,0.370822,0.327984,0.001607,0.092,0.000723,-0.011388,0.271550,-3.015138,0.444953,3.130887
0.017000,0.100008,-0.121400,-6.956,0,0.370618,0.327970,0.001593,0.091,0.000717,-0.011394,0.271346,-3.015126,0.444415,3.130878
0.018000,0.100007,-0.121400,-6.956,0,0.370408,0.327956,0.001579,0.090,0.000711,-0.011400,0.271138,-3.015114,0.443862,3.130869
0.019000,0.100006,-0.121400,-6.956,0,0.370194,0.327942,0.001565,0.090,0.000704,-0.011407,0.270924,-3.015102,0.443294,3.130860
0.020000,0.100005,-0.121400,-6.956,0,0.369973,0.327927,0.001551,0.089,0.000698,-0.011413,0.270704,-3.015090,0.442711,3.130851
0.021000,0.100005,-0.121400,-6.956,0,0.369747,0.327913,0.001536,0.088,0.000691,-0.011419,0.270478,-3.015077,0.442113,3.130842
0.022000,0.100005,-0.121400,-6.956,0,0.369516,0.327898,0.001522,0.087,0.000685,-0.011426,0.270246,-3.015064,0.441500,3.130833
0.023000,0.100006,-0.121400,-6.956,0,0.369279,0.327884,0.001507,0.086,0.000678,-0.011433,0.270009,-3.015051,0.440872,3.130824
0.024000,0.100006,-0.121400,-6.956,0,0.369036,0.327869,0.001493,0.086,0.000672,-0.011439,0.269766,-3.015038,0.440229,3.130815
0.025000,0.100006,-0.121400,-6.956,0,0.368788,0.327855,0.001478,0.085,0.000665,-0.011446,0.269518,-3.015025,0.439572,3.130806
0.026000,0.100006,-0.121400,-6.956,0,0.368534,0.327840,0.001464,0.084,0.000659,-0.011452,0.269264,-3.015012,0.438899,3.130796
0.027000,0.100006,-0.121400,-6.956,0,0.368275,0.327826,0.001449,0.083,0.000652,-0.011459,0.269005,-3.015000,0.438211,3.130787
0.028000,0.100006,-0.121400,-6.956,0,0.368010,0.327811,0.001435,0.082,0.000646,-0.011465,0.268740,-3.014987,0.437509,3.130778
0.029000,0.100006,-0.121400,-6.956,0,0.367739,0.327797,0.001420,0.081,0.000639,-0.011472,0.268469,-3.014974,0.436792,3.130769
0.030000,0.100006,-0.121400,-6.956,0,0.367463,0.327782,0.001406,0.081,0.000633,-0.011478,0.268193,-3.014961,0.436060,3.130760
0.031000,0.100006,-0.121400,-6.956,0,0.367181,0.327768,0.001392,0.080,0.000626,-0.011485,0.267911,-3.014949,0.435313,3.130751
0.032000,0.100006,-0.121400,-6.956,0,0.366894,0.327754,0.001377,0.079,0.000620,-0.011491,0.267624,-3.014936,0.434551,3.130742
0.033000,0.100006,-0.121400,-6.956,0,0.366600,0.327740,0.001363,0.078,0.000613,-0.011497,0.267330,-3.014924,0.433775,3.130733
0.034000,0.100006,-0.121400,-6.956,0,0.366301,0.327738,0.001361,0.078,0.000613,-0.011498,0.267031,-3.014911,0.432982,3.130737
0.035000,0.100006,-0.121400,-6.956,0,0.365996,0.327737,0.001360,0.078,0.000612,-0.011499,0.266725,-3.014897,0.432175,3.130742
0.036000,0.100006,-0.121400,-6.956,0,0.365685,0.327736,0.001360,0.078,0.000612,-0.011499,0.266414,-3.014884,0.431353,3.130747
0.037000,0.100006,-0.121400,-6.956,0,0.365368,0.327736,0.001359,0.078,0.000612,-0.011499,0.266098,-3.014871,0.430517,3.130751
0.038000,0.100006,-0.121400,-6.956,0,0.365045,0.327735,0.001359,0.078,0.000611,-0.011500,0.265775,-3.014858,0.429666,3.130756
0.039000,0.100006,-0.121400,-6.956,0,0.364717,0.327735,0.001358,0.078,0.000611,-0.011500,0.265447,-3.014845,0.428800,3.130761
0.040000,0.100006,-0.121400,-6.956,0,0.364383,0.327734,0.001358,0.078,0.000611,-0.011500,0.265113,-3.014833,0.427920,3.130766
0.041000,0.100006,-0.121400,-6.956,0,0.364043,0.327734,0.001357,0.078,0.000611,-0.011500,0.264773,-3.014820,0.427025,3.130771
0.042000,0.100006,-0.121400,-6.956,0,0.363698,0.327733,0.001357,0.078,0.000611,-0.011500,0.264428,-3.014808,0.426115,3.130775
0.043000,0.100006,-0.121400,-6.956,0,0.363346,0.327733,0.001357,0.078,0.000610,-0.011500,0.264076,-3.014795,0.425191,3.130780
0.044000,0.100006,-0.121400,-6.956,0,0.362989,0.327733,0.001356,0.078,0.000610,-0.011501,0.263719,-3.014783,0.424253,3.130785
0.045000,0.100006,-0.121400,-6.956,0,0.362626,0.327733,0.001356,0.078,0.000610,-0.011501,0.263356,-3.014771,0.423300,3.130790
0.046000,0.100006,-0.121400,-6.956,0,0.362257,0.327733,0.001356,0.078,0.000610,-0.011501,0.262987,-3.014758,0.422332,3.130795
0.047000,0.100006,-0.121400,-6.956,0,0.361883,0.327733,0.001356,0.078,0.000610,-0.011501,0.262612,-3.014746,0.421350,3.130800
0.048000,0.100006,-0.121400,-6.956,0,0.361502,0.327733,0.001356,0.078,0.000610,-0.011501,0.262232,-3.014733,0.420353,3.130805
0.049000,0.100006,-0.121400,-6.956,0,0.361115,0.327732,0.001356,0.078,0.000610,-0.011501,0.261845,-3.014720,0.419342,3.130810
0.050000,0.100006,-0.121400,-6.956,0,0.360723,0.327732,0.001356,0.078,0.000610,-0.011501,0.261453,-3.014707,0.418316,3.130815
0.051000,0.100006,-0.121400,-6.956,0,0.360325,0.327732,0.001356,0.078,0.000610,-0.011501,0.261055,-3.014694,0.417275,3.130821
0.052000,0.100006,-0.121400,-6.956,0,0.359921,0.327732,0.001356,0.078,0.000610,-0.011501,0.260650,-3.014681,0.416220,3.130826
0.053000,0.100006,-0.121400,-6.956,0,0.359510,0.327732,0.001356,0.078,0.000610,-0.011501,0.260240,-3.014667,0.415151,3.130831
0.054000,0.100006,-0.121400,-6.956,0,0.359094,0.327732,0.001355,0.078,0.000610,-0.011501,0.259824,-3.014653,0.414067,3.130837
0.055000,0.100006,-0.121400,-6.956,0,0.358672,0.327732,0.001355,0.078,0.000610,-0.011501,0.259402,-3.014639,0.412968,3.130842
0.056000,0.100006,-0.121400,-6.956,0,0.358245,0.327732,0.001355,0.078,0.000610,-0.011501,0.258974,-3.014625,0.411854,3.130848
0.057000,0.100006,-0.121400,-6.956,0,0.357811,0.327731,0.001355,0.078,0.000610,-0.011501,0.258541,-3.014610,0.410726,3.130853
0.058000,0.100006,-0.121400,-6.956,0,0.357371,0.327731,0.001354,0.078,0.000609,-0.011502,0.258101,-3.014595,0.409584,3.130859
0.059000,0.100006,-0.121400,-6.956,0,0.356925,0.327730,0.001354,0.078,0.000609,-0.011502,0.257655,-3.014579,0.408426,3.130865
0.060000,0.100006,-0.121400,-6.956,0,0.356474,0.327730,0.001353,0.078,0.000609,-0.011502,0.257203,-3.014564,0.407254,3.130870
0.061000,0.100006,-0.121400,-6.956,0,0.356016,0.327729,0.001353,0.077,0.000609,-0.011502,0.256746,-3.014548,0.406067,3.130876
0.062000,0.100006,-0.121400,-6.956,0,0.355552,0.327728,0.001352,0.077,0.000608,-0.011503,0.256282,-3.014531,0.404866,3.130882
0.063000,0.100006,-0.121400,-6.956,0,0.355083,0.327728,0.001351,0.077,0.000608,-0.011503,0.255812,-3.014515,0.403650,3.130888
0.064000,0.100006,-0.121400,-6.956,0,0.354607,0.327727,0.001350,0.077,0.000608,-0.011503,0.255337,-3.014498,0.402419,3.130893
0.065000,0.100006,-0.121400,-6.956,0,0.354125,0.327726,0.001349,0.077,0.000607,-0.011504,0.254855,-3.014480,0.401173,3.130899
0.066000,0.100007,-0.121400,-6.956,0,0.353638,0.327725,0.001348,0.077,0.000607,-0.011504,0.254367,-3.014462,0.399912,3.130905
0.067000,0.100007,-0.121400,-6.956,0,0.353144,0.327724,0.001347,0.077,0.000606,-0.011505,0.253874,-3.014444,0.398637,3.130911
0.068000,0.100007,-0.121400,-6.956,0,0.352645,0.327722,0.001346,0.077,0.000606,-0.011505,0.253374,-3.014426,0.397346,3.130917
0.069000,0.100007,-0.121400,-6.956,0,0.352139,0.327721,0.001345,0.077,0.000605,-0.011506,0.252868,-3.014407,0.396041,3.130923
0.070000,0.100007,-0.121400,-6.956,0,0.351627,0.327720,0.001343,0.077,0.000604,-0.011507,0.252357,-3.014389,0.394721,3.130929
0.071000,0.100007,-0.121400,-6.956,0,0.351110,0.327719,0.001342,0.077,0.000604,-0.011507,0.251839,-3.014369,0.393386,3.130935
0.072000,0.100007,-0.121400,-6.956,0,0.350586,0.327717,0.001341,0.077,0.000603,-0.011508,0.251315,-3.014350,0.392036,3.130941
0.073000,0.100007,-0.121400,-6.956,0,0.350056,0.327716,0.001339,0.077,0.000603,-0.011508,0.250785,-3.014330,0.390671,3.130947
0.074000,0.100007,-0.121400,-6.956,0,0.349520,0.327714,0.001338,0.077,0.000602,-0.011509,0.250249,-3.014310,0.389291,3.130953
0.075000,0.100007,-0.121400,-6.956,0,0.348978,0.327713,0.001336,0.077,0.000601,-0.011510,0.249707,-3.014290,0.387897,3.130959
0.076000,0.100007,-0.121400,-6.956,0,0.348430,0.327711,0.001335,0.076,0.000601,-0.011510,0.249159,-3.014270,0.386487,3.130966
0.077000,0.100007,-0.121400,-6.956,0,0.347876,0.327710,0.001333,0.076,0.000600,-0.011511,0.248605,-3.014249,0.385062,3.130972
0.078000,0.100007,-0.121400,-6.956,0,0.347316,0.327708,0.001332,0.076,0.000599,-0.011512,0.248045,-3.014228,0.383622,3.130978
0.079000,0.100007,-0.121400,-6.956,0,0.346749,0.327707,0.001330,0.076,0.000599,-0.011512,0.247479,-3.014207,0.382167,3.130985
0.080000,0.100007,-0.121400,-6.956,0,0.346177,0.327705,0.001329,0.076,0.000598,-0.011513,0.246906,-3.014186,0.380697,3.130991
0.081000,0.100007,-0.121400,-6.956,0,0.345598,0.327704,0.001327,0.076,0.000597,-0.011514,0.246327,-3.014164,0.379212,3.130997
0.082000,0.100007,-0.121400,-6.956,0,0.345014,0.327702,0.001326,0.076,0.000596,-0.011515,0.245743,-3.014143,0.377712,3.131004
0.083000,0.100007,-0.121400,-6.956,0,0.344423,0.327701,0.001324,0.076,0.000596,-0.011515,0.245152,-3.014121,0.376196,3.131010
0.084000,0.100007,-0.121400,-6.956,0,0.343826,0.327699,0.001323,0.076,0.000595,-0.011516,0.244555,-3.014099,0.374666,3.131017
0.085000,0.100007,-0.121400,-6.956,0,0.343223,0.327698,0.001321,0.076,0.000594,-0.011517,0.243952,-3.014077,0.373120,3.131023
0.086000,0.100007,-0.121400,-6.956,0,0.342613,0.327696,0.001320,0.076,0.000594,-0.011517,0.243342,-3.014055,0.371560,3.131030
0.087000,0.100007,-0.121400,-6.956,0,0.341998,0.327695,0.001318,0.076,0.000593,-0.011518,0.242727,-3.014033,0.369984,3.131037
0.088000,0.100007,-0.121400,-6.956,0,0.341376,0.327693,0.001317,0.075,0.000593,-0.011518,0.242105,-3.014011,0.368393,3.131043
0.089000,0.100007,-0.121400,-6.956,0,0.340748,0.327692,0.001316,0.075,0.000592,-0.011519,0.241477,-3.013988,0.366787,3.131050
0.090000,0.100007,-0.121400,-6.956,0,0.340114,0.327691,0.001314,0.075,0.000591,-0.011520,0.240843,-3.013965,0.365165,3.131057
0.091000,0.100007,-0.121400,-6.956,0,0.339473,0.327690,0.001313,0.075,0.000591,-0.011520,0.240202,-3.013943,0.363529,3.131064
0.092000,0.100007,-0.121400,-6.956,0,0.338827,0.327688,0.001312,0.075,0.000590,-0.011521,0.239555,-3.013920,0.361877,3.131071
0.093000,0.100007,-0.121400,-6.956,0,0.338174,0.327687,0.001310,0.075,0.000590,-0.011521,0.238902,-3.013897,0.360211,3.131078
0.094000,0.100007,-0.121400,-6.956,0,0.337514,0.327686,0.001309,0.075,0.000589,-0.011522,0.238243,-3.013874,0.358529,3.131084
0.095000,0.100007,-0.121400,-6.956,0,0.336849,0.327685,0.001308,0.075,0.000589,-0.011522,0.237578,-3.013850,0.356831,3.131091
0.096000,0.100007,-0.121400,-6.956,0,0.336177,0.327683,0.001307,0.075,0.000588,-0.011523,0.236906,-3.013827,0.355119,3.131098
0.097000,0.100007,-0.121400,-6.956,0,0.335499,0.327682,0.001306,0.075,0.000588,-0.011523,0.236228,-3.013803,0.353392,3.131106
0.098000,0.100007,-0.121400,-6.956,0,0.334814,0.327681,0.001305,0.075,0.000587,-0.011524,0.235543,-3.013780,0.351649,3.131113
0.099000,0.100007,-0.121400,-6.956,0,0.334124,0.327680,0.001304,0.075,0.000587,-0.011524,0.234852,-3.013756,0.349891,3.131120
0.100000,0.100007,-0.121400,-6.956,0,0.333426,0.327679,0.001302,0.075,0.000586,-0.011525,0.234155,-3.013732,0.348118,3.131127
0.101000,0.100007,-0.121400,-6.956,0,0.332723,0.327678,0.001301,0.075,0.000586,-0.011525,0.233451,-3.013708,0.346330,3.131134
0.102000,0.100007,-0.121400,-6.956,0,0.332013,0.327677,0.001300,0.075,0.000585,-0.011526,0.232742,-3.013683,0.344526,3.131141
0.103000,0.100007,-0.121400,-6.956,0,0.331297,0.327676,0.001299,0.074,0.000585,-0.011526,0.232025,-3.013659,0.342708,3.131148
0.104000,0.100007,-0.121400,-6.956,0,0.330574,0.327675,0.001298,0.074,0.000584,-0.011527,0.231302,-3.013634,0.340874,3.131156
0.105000,0.100007,-0.121400,-6.956,0,0.329845,0.327674,0.001297,0.074,0.000584,-0.011527,0.230573,-3.013610,0.339025,3.131163
0.106000,0.100008,-0.121400,-6.956,0,0.329109,0.327673,0.001296,0.074,0.000583,-0.011528,0.229837,-3.013585,0.337160,3.131170
0.107000,0.100008,-0.121400,-6.956,0,0.328367,0.327672,0.001296,0.074,0.000583,-0.011528,0.229095,-3.013559,0.335281,3.131178
0.108000,0.100008,-0.121400,-6.956,0,0.327618,0.327671,0.001295,0.074,0.000583,-0.011529,0.228347,-3.013534,0.333386,3.131185
0.109000,0.100008,-0.121400,-6.956,0,0.326863,0.327670,0.001294,0.074,0.000582,-0.011529,0.227592,-3.013509,0.331477,3.131192
0.110000,0.100008,-0.121400,-6.956,0,0.326102,0.327669,0.001293,0.074,0.000582,-0.011529,0.226830,-3.013483,0.329551,3.131200
0.111000,0.100008,-0.121400,-6.956,0,0.325334,0.327668,0.001292,0.074,0.000581,-0.011530,0.226062,-3.013457,0.327611,3.131207
0.112000,0.100008,-0.121400,-6.956,0,0.324559,0.327667,0.001291,0.074,0.000581,-0.011530,0.225288,-3.013431,0.325656,3.131214
0.113000,0.100008,-0.121400,-6.956,0,0.323778,0.327666,0.001290,0.074,0.000580,-0.011531,0.224506,-3.013405,0.323685,3.131222
0.114000,0.100008,-0.121400,-6.956,0,0.322990,0.327665,0.001289,0.074,0.000580,-0.011531,0.223719,-3.013379,0.321699,3.131229
0.115000,0.100008,-0.121400,-6.956,0,0.322196,0.327664,0.001288,0.074,0.000580,-0.011532,0.222925,-3.013352,0.319698,3.131237
0.116000,0.100008,-0.121400,-6.956,0,0.321396,0.327664,0.001287,0.074,0.000579,-0.011532,0.222124,-3.013325,0.317682,3.131244
0.117000,0.100008,-0.121400,-6.956,0,0.320588,0.327663,0.001286,0.074,0.000579,-0.011532,0.221316,-3.013299,0.315650,3.131251
0.118000,0.100008,-0.121400,-6.956,0,0.319774,0.327662,0.001285,0.074,0.000578,-0.011533,0.220502,-3.013271,0.313603,3.131259
0.119000,0.100008,-0.121400,-6.956,0,0.318954,0.327661,0.001284,0.074,0.000578,-0.011533,0.219682,-3.013244,0.311541,3.131266
0.120000,0.100008,-0.121400,-6.956,0,0.318127,0.327660,0.001283,0.074,0.000577,-0.011534,0.218855,-3.013217,0.309464,3.131274
0.121000,0.100008,-0.121400,-6.956,0,0.317293,0.327659,0.001282,0.073,0.000577,-0.011534,0.218021,-3.013189,0.307371,3.131281
0.122000,0.100008,-0.121400,-6.956,0,0.316452,0.327658,0.001281,0.073,0.000577,-0.011535,0.217180,-3.013161,0.305263,3.131289
0.123000,0.100008,-0.121400,-6.956,0,0.315605,0.327657,0.001280,0.073,0.000576,-0.011535,0.216333,-3.013133,0.303140,3.131296
0.124000,0.100008,-0.121400,-6.956,0,0.314751,0.327656,0.001279,0.073,0.000576,-0.011535,0.215479,-3.013105,0.301002,3.131304
0.125000,0.100008,-0.121400,-6.956,0,0.313891,0.327655,0.001279,0.073,0.000575,-0.011536,0.214619,-3.013076,0.298848,3.131311
0.126000,0.100008,-0.121400,-6.956,0,0.313024,0.327654,0.001278,0.073,0.000575,-0.011536,0.213752,-3.013048,0.296679,3.131319
0.127000,0.100008,-0.121400,-6.956,0,0.312150,0.327653,0.001277,0.073,0.000575,-0.011537,0.212878,-3.013019,0.294495,3.131326
0.128000,0.100008,-0.121400,-6.956,0,0.311270,0.327652,0.001276,0.073,0.000574,-0.011537,0.211997,-3.012990,0.292295,3.131334
0.129000,0.100008,-0.121400,-6.956,0,0.310382,0.327651,0.001275,0.073,0.000574,-0.011537,0.211110,-3.012961,0.290080,3.131341
0.130000,0.100008,-0.121400,-6.956,0,0.309488,0.327651,0.001274,0.073,0.000573,-0.011538,0.210216,-3.012932,0.287850,3.131349
0.131000,0.100008,-0.121400,-6.956,0,0.308588,0.327650,0.001273,0.073,0.000573,-0.011538,0.209316,-3.012902,0.285604,3.131356
0.132000,0.100008,-0.121400,-6.956,0,0.307680,0.327649,0.001272,0.073,0.000573,-0.011539,0.208408,-3.012873,0.283343,3.131364
0.133000,0.100008,-0.121400,-6.956,0,0.306766,0.327648,0.001272,0.073,0.000572,-0.011539,0.207494,-3.012843,0.281067,3.131371
0.134000,0.100008,-0.121400,-6.956,0,0.305845,0.327647,0.001271,0.073,0.000572,-0.011539,0.206573,-3.012813,0.278775,3.131379
0.135000,0.100008,-0.121400,-6.956,0,0.304918,0.327647,0.001270,0.073,0.000571,-0.011540,0.205645,-3.012783,0.276468,3.131386
0.136000,0.100008,-0.121400,-6.956,0,0.303983,0.327646,0.001269,0.073,0.000571,-0.011540,0.204711,-3.012753,0.274145,3.131394
0.137000,0.100009,-0.121400,-6.956,0,0.303042,0.327645,0.001268,0.073,0.000571,-0.011540,0.203769,-3.012722,0.271807,3.131401
0.138000,0.100009,-0.121400,-6.956,0,0.302094,0.327644,0.001268,0.073,0.000570,-0.011541,0.202821,-3.012692,0.269454,3.131408
0.139000,0.100009,-0.121400,-6.956,0,0.301139,0.327644,0.001267,0.073,0.000570,-0.011541,0.201866,-3.012661,0.267085,3.131416
0.140000,0.100009,-0.121400,-6.956,0,0.300177,0.327643,0.001266,0.073,0.000570,-0.011541,0.200904,-3.012630,0.264701,3.131423
0.141000,0.100009,-0.121400,-6.956,0,0.299209,0.327642,0.001266,0.073,0.000570,-0.011542,0.199936,-3.012599,0.262301,3.131431
0.142000,0.100009,-0.121400,-6.956,0,0.298233,0.327642,0.001265,0.072,0.000569,-0.011542,0.198960,-3.012568,0.259886,3.131438
0.143000,0.100009,-0.121400,-6.956,0,0.297251,0.327641,0.001265,0.072,0.000569,-0.011542,0.197978,-3.012537,0.257455,3.131446
0.144000,0.100009,-0.121400,-6.956,0,0.296262,0.327641,0.001264,0.072,0.000569,-0.011542,0.196989,-3.012505,0.255009,3.131453
0.145000,0.100009,-0.121400,-6.956,0,0.295266,0.327640,0.001263,0.072,0.000569,-0.011543,0.195993,-3.012473,0.252547,3.131460
0.146000,0.100009,-0.121400,-6.956,0,0.294263,0.327639,0.001263,0.072,0.000568,-0.011543,0.194990,-3.012442,0.250070,3.131468
0.147000,0.100009,-0.121400,-6.956,0,0.293254,0.327639,0.001262,0.072,0.000568,-0.011543,0.193981,-3.012410,0.247577,3.131475
0.148000,0.100009,-0.121400,-6.956,0,0.292237,0.327639,0.001262,0.072,0.000568,-0.011543,0.192964,-3.012378,0.245069,3.131483
0.149000,0.100009,-0.121400,-6.956,0,0.291214,0.327638,0.001262,0.072,0.000568,-0.011544,0.191941,-3.012345,0.242545,3.131490
0.150000,0.100009,-0.121400,-6.956,0,0.290183,0.327638,0.001261,0.072,0.000568,-0.011544,0.190910,-3.012313,0.240006,3.131497
0.151000,0.100009,-0.121400,-6.956,0,0.289146,0.327637,0.001261,0.072,0.000567,-0.011544,0.189873,-3.012280,0.237451,3.131505
0.152000,0.100009,-0.121400,-6.956,0,0.288102,0.327637,0.001260,0.072,0.000567,-0.011544,0.188829,-3.012248,0.234881,3.131512
0.153000,0.100009,-0.121400,-6.956,0,0.287051,0.327637,0.001260,0.072,0.000567,-0.011544,0.187778,-3.012215,0.232294,3.131519
0.154000,0.100009,-0.121400,-6.956,0,0.285993,0.327636,0.001260,0.072,0.000567,-0.011544,0.186720,-3.012182,0.229693,3.131527
0.155000,0.100009,-0.121400,-6.956,0,0.284929,0.327636,0.001260,0.072,0.000567,-0.011545,0.185655,-3.012149,0.227075,3.131534
0.156000,0.100009,-0.121400,-6.956,0,0.283857,0.327636,0.001259,0.072,0.000567,-0.011545,0.184584,-3.012115,0.224443,3.131541
0.157000,0.100009,-0.121400,-6.956,0,0.282778,0.327636,0.001259,0.072,0.000567,-0.011545,0.183505,-3.012082,0.221794,3.131548
0.158000,0.100009,-0.121400,-6.956,0,0.281692,0.327636,0.001259,0.072,0.000567,-0.011545,0.182419,-3.012048,0.219130,3.131555
0.159000,0.100009,-0.121400,-6.956,0,0.280600,0.327635,0.001259,0.072,0.000566,-0.011545,0.181327,-3.012015,0.216450,3.131563
0.160000,0.100010,-0.121400,-6.956,0,0.279500,0.327635,0.001259,0.072,0.000566,-0.011545,0.180227,-3.011981,0.213755,3.131570
0.161000,0.100010,-0.121400,-6.956,0,0.278394,0.327635,0.001259,0.072,0.000566,-0.011545,0.179120,-3.011947,0.211044,3.131577
0.162000,0.100010,-0.121400,-6.956,0,0.277280,0.327635,0.001259,0.072,0.000566,-0.011545,0.178007,-3.011912,0.208317,3.131584
0.163000,0.100010,-0.121400,-6.956,0,0.276160,0.327635,0.001259,0.072,0.000566,-0.011545,0.176887,-3.011878,0.205574,3.131591
0.164000,0.100010,-0.121400,-6.956,0,0.275033,0.327635,0.001259,0.072,0.000566,-0.011545,0.175759,-3.011843,0.202816,3.131598
0.165000,0.100010,-0.121400,-6.956,0,0.273898,0.327635,0.001259,0.072,0.000566,-0.011545,0.174625,-3.011809,0.200043,3.131605
0.166000,0.100010,-0.121400,-6.956,0,0.272757,0.327635,0.001259,0.072,0.000566,-0.011545,0.173483,-3.011774,0.197253,3.131612
0.167000,0.100010,-0.121400,-6.956,0,0.271609,0.327635,0.001259,0.072,0.000567,-0.011545,0.172335,-3.011739,0.194448,3.131619
0.168000,0.100010,-0.121400,-6.956,0,0.270454,0.327636,0.001259,0.072,0.000567,-0.011545,0.171180,-3.011704,0.191627,3.131626
