Time,Phase,Height_Z,Horiz_X,Vel_Z,Vel_X,Hip_Angle,Leg_Compression,Centrifugal_W,Contact
3.036,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.037,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.038,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.039,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.04,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.041,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.042,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.043,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.044,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.045,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.046,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.047,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.048,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.049,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.05,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.051,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.052,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.053,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.054,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.055,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.056,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.057,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.058,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.059,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.06,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.061,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.062,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.063,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.064,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.065,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.066,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.067,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.068,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.069,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.07,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.071,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.072,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.073,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.074,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.075,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.076,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.077,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.078,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.079,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.08,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.081,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.082,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.083,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.084,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.085,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.086,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.087,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.088,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.089,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.09,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.091,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.092,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.093,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.094,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.095,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.096,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.097,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.098,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.099,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.1,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.101,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.102,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.103,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.104,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.105,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.106,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.107,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.108,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.109,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.11,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.111,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.112,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.113,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.114,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.115,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.116,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.117,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.118,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.119,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.12,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.121,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.122,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.123,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.124,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.125,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.126,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.127,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.128,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.129,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.13,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.131,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.132,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.133,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.134,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.135,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.136,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.137,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.138,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.139,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.14,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.141,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.142,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.143,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.144,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.145,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.146,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.147,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.148,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.149,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.15,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.151,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.152,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.153,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.154,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.155,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.156,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.157,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.158,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.159,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.16,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.161,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.162,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.163,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.164,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.165,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.166,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.167,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.168,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.169,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.17,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.171,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.172,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.173,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.174,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.175,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.176,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.177,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.178,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.179,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.18,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.181,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.182,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.183,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.184,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.185,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.186,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.187,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.188,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.189,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.19,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.191,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.192,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.193,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.194,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.195,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.196,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.197,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.198,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.199,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.2,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.201,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.202,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.203,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.204,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.205,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.206,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.207,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.208,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.209,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.21,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.211,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.212,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.213,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.214,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.215,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.216,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.217,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.218,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.219,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.22,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.221,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.222,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.223,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.224,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.225,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.226,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.227,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.228,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.229,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.23,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.231,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.232,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.233,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.234,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.235,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.236,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.237,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.238,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.239,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.24,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.241,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.242,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.243,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.244,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.245,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.246,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.247,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.248,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.249,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.25,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.251,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.252,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.253,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.254,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.255,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.256,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.257,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.258,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.259,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.26,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.261,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.262,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.263,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.264,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.265,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.266,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.267,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.268,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.269,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.27,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.271,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.272,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.273,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.274,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.275,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.276,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.277,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.278,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.279,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.28,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.281,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.282,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.283,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.284,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.285,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.286,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.287,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.288,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.289,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.29,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.291,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.292,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.293,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.294,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.295,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.296,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.297,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.298,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.299,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.3,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.301,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.302,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.303,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.304,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.305,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.306,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.307,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.308,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.309,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.31,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.311,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.312,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.313,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.314,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.315,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.316,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.317,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.318,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.319,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.32,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.321,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.322,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.323,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.324,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.325,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.326,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.327,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.328,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.329,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.33,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.331,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.332,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.333,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.334,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.335,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.336,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.337,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.338,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.339,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.34,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.341,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.342,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.343,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.344,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.345,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.346,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.347,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.348,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.349,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.35,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.351,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.352,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.353,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.354,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.355,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.356,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.357,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.358,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.359,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.36,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.361,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.362,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.363,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.364,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.365,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
3.366,2,0.1468,0.4444,0.0,0.0,-0.0,-0.0025,47.0225,1
