Time,Phase,Height_Z,Horiz_X,Vel_Z,Vel_X,Hip_Angle,Leg_Compression,Centrifugal_W,Contact
0.969,1,0.1498,0.445,-1.0866,-0.1314,0.0113,0.0,45.4054,0
0.97,1,0.1487,0.4449,-1.0929,-0.1302,0.0107,-0.0014,45.4524,1
0.971,1,0.1476,0.4448,-1.0917,-0.1361,0.0105,-0.0019,45.4994,1
0.972,1,0.1465,0.4446,-1.0887,-0.1347,0.0101,-0.003,45.5464,1
0.973,1,0.1454,0.4445,-1.0799,-0.1358,0.0098,-0.004,45.5934,1
0.974,1,0.1444,0.4444,-1.0669,-0.1351,0.0097,-0.0049,45.6404,1
0.975,1,0.1433,0.4442,-1.0505,-0.1337,0.0097,-0.0058,45.6874,1
0.976,1,0.1423,0.4441,-1.0302,-0.1316,0.0098,-0.0066,45.7344,1
0.977,1,0.1413,0.444,-1.0061,-0.1288,0.0099,-0.0074,45.7814,1
0.978,1,0.1403,0.4438,-0.9786,-0.1254,0.0102,-0.0082,45.8284,1
0.979,1,0.1394,0.4437,-0.9476,-0.1213,0.0106,-0.009,45.8754,1
0.98,1,0.1385,0.4436,-0.9134,-0.1167,0.011,-0.0097,45.9223,1
0.981,1,0.1376,0.4435,-0.8761,-0.1116,0.0115,-0.0104,45.9693,1
0.982,1,0.1367,0.4434,-0.8358,-0.106,0.0122,-0.011,46.0163,1
0.983,1,0.136,0.4433,-0.7928,-0.0999,0.0129,-0.0116,46.0633,1
0.984,1,0.1352,0.4432,-0.7472,-0.0935,0.0137,-0.0122,46.1103,1
0.985,1,0.1345,0.4431,-0.6991,-0.0866,0.0146,-0.0127,46.1573,1
0.986,1,0.1339,0.443,-0.6488,-0.0794,0.0156,-0.0132,46.2043,1
0.987,1,0.1333,0.4429,-0.5964,-0.0719,0.0167,-0.0137,46.2513,1
0.988,1,0.1327,0.4429,-0.5421,-0.0641,0.0178,-0.0141,46.2983,1
0.989,1,0.1322,0.4428,-0.4862,-0.0561,0.019,-0.0144,46.3453,1
0.99,1,0.1318,0.4428,-0.4287,-0.0479,0.0203,-0.0148,46.3923,1
0.991,1,0.1314,0.4427,-0.3699,-0.0395,0.0216,-0.015,46.4393,1
0.992,1,0.1311,0.4427,-0.3099,-0.031,0.023,-0.0152,46.4862,1
0.993,1,0.1309,0.4427,-0.2491,-0.0224,0.0245,-0.0154,46.5332,1
0.994,1,0.1307,0.4427,-0.1875,-0.0138,0.026,-0.0155,46.5802,1
0.995,1,0.1306,0.4427,-0.1253,-0.0052,0.0276,-0.0156,46.6272,1
0.996,1,0.1305,0.4427,-0.0628,0.0034,0.0292,-0.0156,46.6742,1
0.997,1,0.1305,0.4427,-0.0039,0.0034,0.0308,-0.0155,46.7212,1
0.998,1,0.1305,0.4427,0.0498,-0.0026,0.0324,-0.0154,46.7682,1
0.999,1,0.1306,0.4427,0.099,-0.0103,0.0341,-0.0153,46.8152,1
1.0,1,0.1308,0.4426,0.1441,-0.0186,0.0357,-0.0151,46.8622,1
1.001,2,0.131,0.4426,0.1857,-0.027,0.0374,-0.0148,46.9092,1
1.002,2,0.1312,0.4426,0.2242,-0.0353,0.0391,-0.0146,46.9562,1
1.003,2,0.1315,0.4425,0.2806,-0.0368,0.0396,-0.0143,46.9897,1
1.004,2,0.1318,0.4425,0.3231,-0.036,0.0392,-0.0139,47.0103,1
1.005,2,0.1322,0.4425,0.3568,-0.0341,0.0382,-0.0136,47.0186,1
1.006,2,0.1325,0.4424,0.3812,-0.0323,0.0368,-0.0133,47.0186,1
1.007,2,0.1329,0.4424,0.3959,-0.0315,0.0354,-0.013,47.0186,1
1.008,2,0.1333,0.4424,0.4101,-0.0292,0.0341,-0.0126,47.0186,1
1.009,2,0.1338,0.4424,0.4237,-0.0258,0.0328,-0.0123,47.0186,1
1.01,2,0.1342,0.4423,0.4367,-0.0213,0.0315,-0.0119,47.0186,1
1.011,2,0.1347,0.4423,0.449,-0.016,0.0303,-0.0116,47.0186,1
1.012,2,0.1351,0.4423,0.4607,-0.0099,0.0291,-0.0112,47.0186,1
1.013,2,0.1356,0.4423,0.4717,-0.0033,0.0279,-0.0108,47.0186,1
1.014,2,0.1361,0.4423,0.482,0.0037,0.0267,-0.0105,47.0186,1
1.015,2,0.1366,0.4423,0.4916,0.011,0.0255,-0.0101,47.0186,1
1.016,2,0.1371,0.4423,0.5006,0.0185,0.0244,-0.0097,47.0186,1
1.017,2,0.1376,0.4424,0.5088,0.0261,0.0233,-0.0093,47.0186,1
1.018,2,0.1381,0.4424,0.5163,0.0339,0.0222,-0.0089,47.0186,1
1.019,2,0.1386,0.4424,0.523,0.0418,0.0211,-0.0085,47.0186,1
1.02,2,0.1391,0.4425,0.5289,0.0497,0.0201,-0.008,47.0186,1
1.021,2,0.1397,0.4425,0.5341,0.0576,0.0191,-0.0076,47.0186,1
1.022,2,0.1402,0.4426,0.5384,0.0653,0.0181,-0.0072,47.0186,1
1.023,2,0.1408,0.4427,0.542,0.073,0.0171,-0.0068,47.0186,1
1.024,2,0.1413,0.4428,0.5448,0.0806,0.0161,-0.0064,47.0186,1
1.025,2,0.1418,0.4429,0.5467,0.0879,0.0152,-0.0059,47.0186,1
1.026,2,0.1424,0.4429,0.5478,0.0951,0.0143,-0.0055,47.0186,1
1.027,2,0.1429,0.443,0.5481,0.102,0.0134,-0.0051,47.0186,1
1.028,2,0.1435,0.4432,0.5476,0.1086,0.0125,-0.0047,47.0186,1
1.029,2,0.144,0.4433,0.5462,0.115,0.0117,-0.0042,47.0186,1
1.03,2,0.1446,0.4434,0.5441,0.1211,0.0109,-0.0038,47.0186,1
1.031,2,0.1451,0.4435,0.5411,0.127,0.0101,-0.0034,47.0186,1
1.032,2,0.1457,0.4437,0.5373,0.1325,0.0093,-0.003,47.0186,1
1.033,2,0.1462,0.4438,0.5327,0.1378,0.0085,-0.0025,47.0186,1
1.034,2,0.1467,0.4439,0.528,0.141,0.0078,-0.0021,47.0186,1
1.035,2,0.1472,0.4441,0.5226,0.1432,0.007,-0.0017,47.0186,1
1.036,2,0.1478,0.4442,0.5165,0.1451,0.0063,-0.0013,47.0186,1
1.037,2,0.1483,0.4444,0.5099,0.1463,0.0058,-0.0009,47.0186,1
1.038,2,0.1488,0.4445,0.5038,0.1439,0.0056,-0.0005,47.0186,1
1.039,2,0.1493,0.4446,0.4971,0.1401,0.0056,-0.0002,47.0186,1
1.04,2,0.1498,0.4448,0.4897,0.1355,0.0055,0.0002,47.0186,1
1.041,2,0.1502,0.4449,0.4822,0.1298,0.0054,0.0003,47.0186,1
1.042,2,0.1507,0.445,0.475,0.1235,0.0054,0.0003,47.0186,1
1.043,3,0.1512,0.4452,0.4682,0.1166,0.0053,0.0002,47.0186,0
1.044,3,0.1516,0.4453,0.462,0.1093,0.0053,0.0001,47.0186,0
1.045,3,0.1521,0.4454,0.456,0.1017,0.0052,-0.0,47.0189,0
1.046,3,0.1526,0.4455,0.4505,0.0941,0.0052,-0.0001,47.0192,0
1.047,3,0.153,0.4455,0.4452,0.0863,0.0051,-0.0001,47.0195,0
1.048,3,0.1534,0.4456,0.4399,0.0787,0.0051,-0.0001,47.0198,0
1.049,3,0.1539,0.4457,0.4345,0.0712,0.005,-0.0,47.0201,0
1.05,3,0.1543,0.4458,0.4291,0.0639,0.005,0.0,47.0203,0
1.051,3,0.1547,0.4458,0.4237,0.057,0.0049,0.0,47.0206,0
1.052,3,0.1551,0.4459,0.4184,0.0505,0.0049,0.0,47.0208,0
1.053,3,0.1556,0.4459,0.4131,0.0444,0.0048,0.0,47.0211,0
1.054,3,0.156,0.446,0.4079,0.0389,0.0048,0.0,47.0213,0
1.055,3,0.1564,0.446,0.4027,0.0338,0.0047,0.0,47.0215,0
1.056,3,0.1568,0.446,0.3976,0.0294,0.0047,-0.0,47.0217,0
1.057,3,0.1572,0.446,0.3924,0.0255,0.0046,-0.0,47.0219,0
1.058,3,0.1575,0.4461,0.3872,0.0221,0.0046,-0.0,47.0221,0
1.059,3,0.1579,0.4461,0.382,0.0193,0.0045,0.0,47.0222,0
1.06,3,0.1583,0.4461,0.3767,0.017,0.0045,0.0,47.0224,0
1.061,3,0.1587,0.4461,0.3714,0.0152,0.0045,0.0,47.0225,0
1.062,3,0.159,0.4461,0.3661,0.0139,0.0044,0.0,47.0227,0
1.063,3,0.1594,0.4461,0.3607,0.013,0.0044,0.0,47.0228,0
1.064,3,0.1598,0.4462,0.3552,0.0125,0.0043,0.0,47.0229,0
1.065,3,0.1601,0.4462,0.3497,0.0124,0.0043,0.0,47.023,0
1.066,3,0.1604,0.4462,0.3442,0.0125,0.0042,0.0,47.0231,0
1.067,3,0.1608,0.4462,0.3386,0.0129,0.0042,0.0,47.0232,0
1.068,3,0.1611,0.4462,0.3329,0.0135,0.0042,0.0,47.0233,0
1.069,3,0.1614,0.4462,0.3272,0.0143,0.0041,0.0,47.0234,0
1.07,3,0.1618,0.4462,0.3214,0.0152,0.0041,0.0,47.0235,0
1.071,3,0.1621,0.4462,0.3155,0.0161,0.004,0.0,47.0235,0
1.072,3,0.1624,0.4463,0.3096,0.0172,0.004,0.0,47.0236,0
1.073,3,0.1627,0.4463,0.3036,0.0182,0.0039,0.0,47.0236,0
1.074,3,0.163,0.4463,0.2975,0.0191,0.0039,0.0,47.0237,0
1.075,3,0.1633,0.4463,0.2914,0.0201,0.0039,0.0,47.0237,0
1.076,3,0.1636,0.4463,0.2852,0.0209,0.0038,0.0,47.0237,0
1.077,3,0.1638,0.4464,0.279,0.0216,0.0038,0.0,47.0238,0
1.078,3,0.1641,0.4464,0.2727,0.0223,0.0038,0.0,47.0238,0
1.079,3,0.1644,0.4464,0.2663,0.0227,0.0037,0.0,47.0238,0
1.08,3,0.1646,0.4464,0.2599,0.0231,0.0037,0.0,47.0238,0
1.081,3,0.1649,0.4465,0.2534,0.0233,0.0036,0.0,47.0238,0
1.082,3,0.1651,0.4465,0.2469,0.0233,0.0036,0.0,47.0238,0
1.083,3,0.1654,0.4465,0.2403,0.0232,0.0036,0.0,47.0238,0
1.084,3,0.1656,0.4465,0.2337,0.023,0.0035,0.0,47.0238,0
1.085,3,0.1659,0.4466,0.227,0.0226,0.0035,0.0,47.0237,0
1.086,3,0.1661,0.4466,0.2202,0.0221,0.0035,0.0,47.0237,0
1.087,3,0.1663,0.4466,0.2134,0.0215,0.0034,0.0,47.0237,0
1.088,3,0.1665,0.4466,0.2066,0.0207,0.0034,0.0,47.0236,0
1.089,3,0.1667,0.4466,0.1997,0.0199,0.0034,0.0,47.0236,0
1.09,3,0.1669,0.4467,0.1928,0.019,0.0033,0.0,47.0236,0
1.091,3,0.1671,0.4467,0.1859,0.018,0.0033,0.0,47.0235,0
1.092,3,0.1672,0.4467,0.1789,0.017,0.0033,0.0,47.0235,0
1.093,3,0.1674,0.4467,0.1719,0.0159,0.0032,0.0,47.0234,0
1.094,3,0.1676,0.4467,0.1649,0.0148,0.0032,0.0,47.0233,0
1.095,3,0.1677,0.4467,0.1579,0.0137,0.0032,0.0,47.0233,0
1.096,3,0.1679,0.4467,0.1508,0.0125,0.0031,0.0,47.0232,0
1.097,3,0.168,0.4468,0.1437,0.0114,0.0031,0.0,47.0231,0
1.098,3,0.1682,0.4468,0.1366,0.0103,0.0031,0.0,47.0231,0
1.099,3,0.1683,0.4468,0.1296,0.0093,0.003,0.0,47.023,0
1.1,3,0.1684,0.4468,0.1225,0.0082,0.003,0.0,47.0229,0
1.101,3,0.1685,0.4468,0.1154,0.0072,0.003,0.0,47.0228,0
1.102,3,0.1686,0.4468,0.1083,0.0063,0.0029,0.0,47.0227,0
1.103,3,0.1688,0.4468,0.1012,0.0054,0.0029,0.0,47.0227,0
1.104,3,0.1688,0.4468,0.0942,0.0046,0.0029,0.0,47.0226,0
1.105,3,0.1689,0.4468,0.0871,0.0038,0.0029,0.0,47.0225,0
1.106,3,0.169,0.4468,0.0801,0.0031,0.0028,0.0,47.0224,0
1.107,3,0.1691,0.4468,0.0731,0.0024,0.0028,0.0,47.0223,0
1.108,3,0.1692,0.4468,0.0661,0.0018,0.0028,0.0,47.0222,0
1.109,3,0.1692,0.4468,0.0592,0.0012,0.0027,0.0,47.0221,0
1.11,3,0.1693,0.4468,0.0522,0.0007,0.0027,0.0,47.022,0
1.111,3,0.1693,0.4468,0.0453,0.0002,0.0027,0.0,47.0219,0
1.112,3,0.1693,0.4468,0.0385,-0.0002,0.0027,0.0,47.0218,0
1.113,3,0.1694,0.4468,0.0316,-0.0006,0.0026,0.0,47.0217,0
1.114,3,0.1694,0.4468,0.0248,-0.001,0.0026,0.0,47.0216,0
1.115,3,0.1694,0.4468,0.0181,-0.0014,0.0026,0.0,47.0215,0
1.116,3,0.1694,0.4468,0.0113,-0.0017,0.0026,0.0,47.0213,0
1.117,3,0.1694,0.4468,0.0046,-0.002,0.0025,0.0,47.0212,0
1.118,4,0.1694,0.4468,-0.002,-0.0023,0.0025,0.0,47.0211,0
1.119,4,0.1694,0.4468,-0.0086,-0.0026,0.0025,0.0,47.021,0
1.12,4,0.1694,0.4468,-0.0153,-0.0029,0.0023,0.0,47.0209,0
1.121,4,0.1694,0.4468,-0.0219,-0.0032,0.0022,0.0,47.0208,0
1.122,4,0.1694,0.4468,-0.0285,-0.0035,0.002,0.0,47.0207,0
1.123,4,0.1693,0.4468,-0.035,-0.0038,0.0018,0.0,47.0206,0
1.124,4,0.1693,0.4468,-0.0415,-0.0041,0.0016,0.0,47.0205,0
1.125,4,0.1692,0.4468,-0.0479,-0.0045,0.0014,0.0,47.0204,0
1.126,4,0.1692,0.4468,-0.0543,-0.0048,0.0011,0.0,47.0203,0
1.127,4,0.1691,0.4468,-0.0607,-0.0052,0.0009,0.0,47.0201,0
1.128,4,0.1691,0.4468,-0.0671,-0.0056,0.0006,0.0,47.02,0
1.129,4,0.169,0.4468,-0.0735,-0.0061,0.0003,0.0,47.0199,0
1.13,4,0.1689,0.4468,-0.0798,-0.0065,0.0,0.0,47.0198,0
1.131,4,0.1688,0.4468,-0.0862,-0.007,-0.0003,0.0,47.0197,0
1.132,4,0.1687,0.4467,-0.0925,-0.0075,-0.0007,0.0,47.0196,0
1.133,4,0.1686,0.4467,-0.0988,-0.008,-0.001,0.0,47.0195,0
1.134,4,0.1685,0.4467,-0.1051,-0.0086,-0.0014,0.0,47.0194,0
1.135,4,0.1684,0.4467,-0.1114,-0.0092,-0.0018,0.0,47.0193,0
1.136,4,0.1683,0.4467,-0.1177,-0.0098,-0.0022,0.0,47.0192,0
1.137,4,0.1682,0.4467,-0.124,-0.0104,-0.0026,0.0,47.019,0
1.138,4,0.168,0.4467,-0.1303,-0.011,-0.003,0.0,47.0189,0
1.139,4,0.1679,0.4467,-0.1366,-0.0117,-0.0034,0.0,47.0188,0
1.14,4,0.1678,0.4467,-0.1428,-0.0123,-0.0038,0.0,47.0187,0
1.141,4,0.1676,0.4467,-0.1491,-0.013,-0.0042,0.0,47.0186,0
1.142,4,0.1675,0.4466,-0.1555,-0.0137,-0.0046,0.0,47.0185,0
1.143,4,0.1673,0.4466,-0.1618,-0.0144,-0.005,0.0,47.0184,0
1.144,4,0.1671,0.4466,-0.1681,-0.0151,-0.0054,0.0,47.0183,0
1.145,4,0.1669,0.4466,-0.1744,-0.0158,-0.0057,0.0,47.0182,0
1.146,4,0.1668,0.4466,-0.1808,-0.0165,-0.0061,0.0,47.0181,0
1.147,4,0.1666,0.4466,-0.1872,-0.0173,-0.0065,0.0,47.0179,0
1.148,4,0.1664,0.4465,-0.1936,-0.018,-0.0069,0.0,47.0178,0
1.149,4,0.1662,0.4465,-0.2,-0.0187,-0.0073,0.0,47.0177,0
1.15,4,0.166,0.4465,-0.2064,-0.0195,-0.0077,0.0,47.0176,0
1.151,4,0.1658,0.4465,-0.2128,-0.0202,-0.0081,0.0,47.0175,0
1.152,4,0.1655,0.4465,-0.2193,-0.021,-0.0085,0.0,47.0174,0
1.153,4,0.1653,0.4464,-0.2258,-0.0217,-0.0089,0.0,47.0173,0
1.154,4,0.1651,0.4464,-0.2323,-0.0225,-0.0093,0.0,47.0172,0
1.155,4,0.1648,0.4464,-0.2388,-0.0232,-0.0097,0.0,47.0171,0
1.156,4,0.1646,0.4464,-0.2453,-0.024,-0.0101,0.0,47.017,0
1.157,4,0.1644,0.4463,-0.2518,-0.0247,-0.0105,0.0,47.0169,0
1.158,4,0.1641,0.4463,-0.2584,-0.0255,-0.0108,0.0,47.0167,0
1.159,4,0.1638,0.4463,-0.265,-0.0263,-0.0112,0.0,47.0166,0
1.16,4,0.1636,0.4463,-0.2715,-0.027,-0.0116,0.0,47.0165,0
1.161,4,0.1633,0.4462,-0.2781,-0.0278,-0.012,0.0,47.0164,0
1.162,4,0.163,0.4462,-0.2848,-0.0286,-0.0124,0.0,47.0163,0
1.163,4,0.1627,0.4462,-0.2914,-0.0294,-0.0127,0.0,47.0162,0
1.164,4,0.1624,0.4461,-0.298,-0.0302,-0.0131,0.0,47.0161,0
1.165,4,0.1621,0.4461,-0.3046,-0.031,-0.0135,0.0,47.016,0
1.166,4,0.1618,0.4461,-0.3113,-0.0318,-0.0139,0.0,47.0159,0
1.167,4,0.1615,0.4461,-0.3179,-0.0326,-0.0142,0.0,47.0158,0
1.168,4,0.1611,0.446,-0.3246,-0.0334,-0.0146,0.0,47.0156,0
1.169,4,0.1608,0.446,-0.3313,-0.0343,-0.015,0.0,47.0155,0
1.17,4,0.1605,0.446,-0.3379,-0.0352,-0.0153,0.0,47.0154,0
1.171,4,0.1601,0.4459,-0.3446,-0.036,-0.0157,0.0,47.0153,0
1.172,4,0.1598,0.4459,-0.3513,-0.0369,-0.0161,0.0,47.0152,0
1.173,4,0.1594,0.4458,-0.3579,-0.0378,-0.0164,0.0,47.0151,0
1.174,4,0.1591,0.4458,-0.3646,-0.0388,-0.0168,0.0,47.015,0
1.175,4,0.1587,0.4458,-0.3712,-0.0397,-0.0171,0.0,47.0149,0
1.176,4,0.1583,0.4457,-0.3779,-0.0407,-0.0175,0.0,47.0148,0
1.177,4,0.1579,0.4457,-0.3845,-0.0417,-0.0179,0.0,47.0147,0
1.178,4,0.1575,0.4456,-0.3912,-0.0427,-0.0182,0.0,47.0146,0
1.179,4,0.1571,0.4456,-0.3978,-0.0437,-0.0186,0.0,47.0144,0
1.18,4,0.1567,0.4455,-0.4044,-0.0447,-0.019,0.0,47.0143,0
1.181,4,0.1563,0.4455,-0.4111,-0.0458,-0.0193,0.0,47.0142,0
1.182,4,0.1559,0.4455,-0.4177,-0.0469,-0.0197,0.0,47.0141,0
1.183,4,0.1555,0.4454,-0.4243,-0.048,-0.02,0.0,47.014,0
1.184,4,0.155,0.4454,-0.4308,-0.0491,-0.0204,0.0,47.0139,0
1.185,4,0.1546,0.4453,-0.4374,-0.0503,-0.0208,0.0,47.0138,0
1.186,4,0.1542,0.4453,-0.444,-0.0515,-0.0211,0.0,47.0137,0
1.187,4,0.1537,0.4452,-0.4505,-0.0527,-0.0215,0.0,47.0136,0
1.188,4,0.1533,0.4452,-0.457,-0.0539,-0.0219,0.0,47.0135,0
1.189,4,0.1528,0.4451,-0.4636,-0.0551,-0.0222,0.0,47.0133,0
1.19,4,0.1523,0.445,-0.4701,-0.0564,-0.0226,0.0,47.0132,0
1.191,4,0.1518,0.445,-0.4766,-0.0577,-0.023,0.0,47.0131,0
1.192,4,0.1514,0.4449,-0.483,-0.059,-0.0233,0.0,47.013,0
1.193,4,0.1509,0.4449,-0.4895,-0.0604,-0.0237,0.0,47.0129,0
1.194,4,0.1504,0.4448,-0.496,-0.0618,-0.0241,0.0,47.0128,0
1.195,4,0.1499,0.4447,-0.5024,-0.0632,-0.0245,0.0,47.0127,0
1.196,5,0.1494,0.4447,-0.5088,-0.0646,-0.0249,0.0,47.0126,1
1.197,5,0.1489,0.4446,-0.5119,-0.0631,-0.0254,-0.0006,47.0125,1
1.198,5,0.1483,0.4445,-0.514,-0.0643,-0.0258,-0.0012,47.0124,1
1.199,5,0.1478,0.4445,-0.5144,-0.0641,-0.0263,-0.0017,47.0122,1
1.2,5,0.1473,0.4444,-0.5132,-0.0634,-0.0269,-0.0021,47.0121,1
1.201,5,0.1468,0.4444,-0.5103,-0.0625,-0.0275,-0.0026,47.012,1
1.202,5,0.1463,0.4443,-0.5059,-0.0614,-0.0281,-0.003,47.0119,1
1.203,5,0.1458,0.4442,-0.4999,-0.06,-0.0287,-0.0034,47.0118,1
1.204,5,0.1453,0.4442,-0.4925,-0.0585,-0.0292,-0.0038,47.0117,1
1.205,5,0.1448,0.4441,-0.4837,-0.0568,-0.0298,-0.0042,47.0116,1
1.206,5,0.1443,0.4441,-0.4735,-0.0549,-0.0303,-0.0046,47.0115,1
1.207,5,0.1439,0.444,-0.4621,-0.0529,-0.0308,-0.005,47.0114,1
1.208,5,0.1434,0.444,-0.4493,-0.0507,-0.0313,-0.0053,47.0113,1
1.209,5,0.143,0.4439,-0.4353,-0.0485,-0.0318,-0.0057,47.0112,1
1.21,5,0.1426,0.4439,-0.4201,-0.0462,-0.0322,-0.006,47.011,1
1.211,5,0.1422,0.4438,-0.4039,-0.0438,-0.0327,-0.0063,47.0109,1
1.212,5,0.1418,0.4438,-0.3865,-0.0413,-0.0331,-0.0066,47.0108,1
1.213,5,0.1414,0.4437,-0.3682,-0.0388,-0.0335,-0.0069,47.0107,1
1.214,5,0.1411,0.4437,-0.3489,-0.0362,-0.0339,-0.0071,47.0106,1
1.215,5,0.1407,0.4437,-0.3287,-0.0336,-0.0343,-0.0074,47.0105,1
1.216,5,0.1404,0.4436,-0.3077,-0.0309,-0.0346,-0.0076,47.0104,1
1.217,5,0.1402,0.4436,-0.286,-0.0283,-0.035,-0.0078,47.0103,1
1.218,5,0.1399,0.4436,-0.2635,-0.0256,-0.0353,-0.008,47.0102,1
1.219,5,0.1396,0.4436,-0.2405,-0.0229,-0.0357,-0.0082,47.0101,1
1.22,5,0.1394,0.4435,-0.2169,-0.0201,-0.036,-0.0084,47.0099,1
1.221,5,0.1392,0.4435,-0.1928,-0.0174,-0.0363,-0.0085,47.0098,1
1.222,5,0.1391,0.4435,-0.1683,-0.0146,-0.0365,-0.0086,47.0097,1
1.223,5,0.1389,0.4435,-0.1435,-0.0119,-0.0368,-0.0087,47.0096,1
1.224,5,0.1388,0.4435,-0.1184,-0.0091,-0.0371,-0.0088,47.0095,1
1.225,5,0.1387,0.4435,-0.0932,-0.0064,-0.0373,-0.0089,47.0094,1
1.226,5,0.1386,0.4435,-0.0678,-0.0037,-0.0376,-0.0089,47.0093,1
1.227,1,0.1386,0.4435,-0.0423,-0.001,-0.0378,-0.0089,47.0092,1
1.228,2,0.1386,0.4435,-0.0172,0.0012,-0.0381,-0.0089,47.0091,1
1.229,2,0.1386,0.4435,0.0019,0.0071,-0.0367,-0.0089,47.0225,1
1.23,2,0.1386,0.4435,0.0274,-0.0052,-0.0374,-0.0089,47.0225,1
1.231,2,0.1387,0.4435,0.0457,-0.0084,-0.0376,-0.0088,47.0225,1
1.232,2,0.1387,0.4435,0.0627,-0.0119,-0.0378,-0.0087,47.0225,1
1.233,2,0.1388,0.4434,0.0783,-0.0154,-0.038,-0.0086,47.0225,1
1.234,2,0.1389,0.4434,0.0928,-0.0188,-0.0381,-0.0085,47.0225,1
1.235,2,0.139,0.4434,0.1061,-0.0219,-0.0383,-0.0084,47.0225,1
1.236,2,0.1391,0.4434,0.1182,-0.0247,-0.0384,-0.0083,47.0225,1
1.237,2,0.1393,0.4434,0.1292,-0.0272,-0.0385,-0.0082,47.0225,1
1.238,2,0.1394,0.4433,0.139,-0.0293,-0.0386,-0.0081,47.0225,1
1.239,2,0.1395,0.4433,0.1476,-0.0311,-0.0386,-0.0079,47.0225,1
1.24,2,0.1397,0.4433,0.1551,-0.0325,-0.0387,-0.0078,47.0225,1
1.241,2,0.1399,0.4432,0.1619,-0.0323,-0.0387,-0.0076,47.0225,1
1.242,2,0.14,0.4432,0.1684,-0.031,-0.0387,-0.0075,47.0225,1
1.243,2,0.1402,0.4432,0.1744,-0.0288,-0.0387,-0.0073,47.0225,1
1.244,2,0.1404,0.4431,0.18,-0.0258,-0.0386,-0.0072,47.0225,1
1.245,2,0.1406,0.4431,0.1852,-0.0222,-0.0386,-0.007,47.0225,1
1.246,2,0.1408,0.4431,0.19,-0.018,-0.0385,-0.0069,47.0225,1
1.247,2,0.1409,0.4431,0.1944,-0.0134,-0.0384,-0.0067,47.0225,1
1.248,2,0.1411,0.4431,0.1985,-0.0084,-0.0383,-0.0066,47.0225,1
1.249,2,0.1413,0.4431,0.2022,-0.0031,-0.0382,-0.0064,47.0225,1
1.25,2,0.1416,0.4431,0.2055,0.0024,-0.0381,-0.0063,47.0225,1
1.251,2,0.1418,0.4431,0.2085,0.0079,-0.0379,-0.0061,47.0225,1
1.252,2,0.142,0.4431,0.2112,0.0135,-0.0378,-0.0059,47.0225,1
1.253,2,0.1422,0.4431,0.2136,0.0189,-0.0376,-0.0058,47.0225,1
1.254,2,0.1424,0.4431,0.2157,0.0243,-0.0374,-0.0056,47.0225,1
1.255,2,0.1426,0.4432,0.2175,0.0293,-0.0372,-0.0054,47.0225,1
1.256,2,0.1428,0.4432,0.219,0.0341,-0.0369,-0.0052,47.0225,1
1.257,2,0.1431,0.4432,0.2203,0.0385,-0.0367,-0.0051,47.0225,1
1.258,2,0.1433,0.4433,0.2212,0.0425,-0.0364,-0.0049,47.0225,1
1.259,2,0.1435,0.4433,0.222,0.0461,-0.0361,-0.0047,47.0225,1
1.26,2,0.1437,0.4434,0.2224,0.0492,-0.0358,-0.0046,47.0225,1
1.261,2,0.1439,0.4434,0.2227,0.0519,-0.0355,-0.0044,47.0225,1
1.262,2,0.1442,0.4435,0.2226,0.0541,-0.0352,-0.0042,47.0225,1
1.263,2,0.1444,0.4435,0.2224,0.0559,-0.0348,-0.004,47.0225,1
1.264,2,0.1446,0.4436,0.2218,0.0572,-0.0345,-0.0039,47.0225,1
1.265,2,0.1448,0.4437,0.2211,0.058,-0.0341,-0.0037,47.0225,1
1.266,2,0.1451,0.4437,0.22,0.0583,-0.0338,-0.0035,47.0225,1
1.267,2,0.1453,0.4438,0.2188,0.0583,-0.0334,-0.0034,47.0225,1
1.268,2,0.1455,0.4438,0.2174,0.0579,-0.0331,-0.0032,47.0225,1
1.269,2,0.1457,0.4439,0.2157,0.0571,-0.0328,-0.003,47.0225,1
1.27,2,0.1459,0.444,0.2138,0.056,-0.0324,-0.0029,47.0225,1
1.271,2,0.1461,0.444,0.2116,0.0547,-0.0321,-0.0027,47.0225,1
1.272,2,0.1463,0.4441,0.2093,0.0532,-0.0318,-0.0026,47.0225,1
1.273,2,0.1465,0.4441,0.2067,0.0514,-0.0315,-0.0024,47.0225,1
1.274,2,0.1468,0.4442,0.2039,0.0495,-0.0312,-0.0022,47.0225,1
1.275,2,0.147,0.4442,0.2009,0.0475,-0.0309,-0.0021,47.0225,1
1.276,2,0.1472,0.4443,0.1977,0.0454,-0.0306,-0.0019,47.0225,1
1.277,2,0.1473,0.4443,0.1943,0.0432,-0.0302,-0.0018,47.0225,1
1.278,2,0.1475,0.4443,0.1906,0.041,-0.0299,-0.0016,47.0225,1
1.279,2,0.1477,0.4444,0.1868,0.0389,-0.0296,-0.0015,47.0225,1
1.28,2,0.1479,0.4444,0.1827,0.0367,-0.0293,-0.0014,47.0225,1
1.281,2,0.1481,0.4444,0.1784,0.0346,-0.0291,-0.0012,47.0225,1
1.282,2,0.1483,0.4445,0.1739,0.0325,-0.0288,-0.0011,47.0225,1
1.283,2,0.1484,0.4445,0.1693,0.0305,-0.0285,-0.001,47.0225,1
1.284,2,0.1486,0.4445,0.1644,0.0286,-0.0282,-0.0008,47.0225,1
