time,phase,z,x,compression,leg_length,hip_angle,target_hip_angle,vx,vy,omega,contact
2.378,SPINUP,0.141121,0.442490,0.002396,0.097604,-0.276092,-0.261900,0.000162,-0.439904,3.334381,1
2.379,SPINUP,0.141121,0.442490,0.002396,0.097604,-0.276087,-0.261900,0.000165,-0.439904,3.359819,1
2.380,SPINUP,0.141120,0.442491,0.002397,0.097603,-0.276081,-0.261900,0.000167,-0.439904,3.384902,1
2.381,SPINUP,0.141120,0.442491,0.002397,0.097603,-0.276075,-0.261900,0.000170,-0.439904,3.409626,1
2.382,SPINUP,0.141120,0.442491,0.002398,0.097602,-0.276069,-0.261900,0.000173,-0.439904,3.433989,1
2.383,SPINUP,0.141120,0.442491,0.002398,0.097602,-0.276063,-0.261900,0.000176,-0.439904,3.457987,1
2.384,SPINUP,0.141120,0.442491,0.002398,0.097602,-0.276056,-0.261900,0.000179,-0.439904,3.481618,1
2.385,SPINUP,0.141120,0.442491,0.002399,0.097601,-0.276050,-0.261900,0.000182,-0.439904,3.504879,1
2.386,SPINUP,0.141119,0.442492,0.002399,0.097601,-0.276043,-0.261900,0.000185,-0.439904,3.527767,1
2.387,SPINUP,0.141119,0.442492,0.002400,0.097600,-0.276036,-0.261900,0.000188,-0.439904,3.550279,1
2.388,SPINUP,0.141119,0.442492,0.002400,0.097600,-0.276029,-0.261900,0.000191,-0.439904,3.572412,1
2.389,SPINUP,0.141119,0.442492,0.002401,0.097599,-0.276022,-0.261900,0.000195,-0.439904,3.594165,1
2.390,SPINUP,0.141119,0.442492,0.002401,0.097599,-0.276014,-0.261900,0.000198,-0.439904,3.615534,1
2.391,SPINUP,0.141119,0.442493,0.002401,0.097599,-0.276006,-0.261900,0.000202,-0.439904,3.636517,1
2.392,SPINUP,0.141119,0.442493,0.002402,0.097598,-0.275999,-0.261900,0.000205,-0.439904,3.657111,1
2.393,SPINUP,0.141118,0.442493,0.002402,0.097598,-0.275991,-0.261900,0.000209,-0.439904,3.677314,1
2.394,SPINUP,0.141118,0.442493,0.002403,0.097597,-0.275982,-0.261900,0.000213,-0.439904,3.697123,1
2.395,SPINUP,0.141118,0.442493,0.002403,0.097597,-0.275974,-0.261900,0.000217,-0.439904,3.716537,1
2.396,SPINUP,0.141118,0.442494,0.002404,0.097596,-0.275965,-0.261900,0.000221,-0.439904,3.735552,1
2.397,SPINUP,0.141118,0.442494,0.002404,0.097596,-0.275956,-0.261900,0.000225,-0.439904,3.754166,1
2.398,SPINUP,0.141118,0.442494,0.002405,0.097595,-0.275947,-0.261900,0.000229,-0.439904,3.772377,1
2.399,SPINUP,0.141118,0.442494,0.002405,0.097595,-0.275937,-0.261900,0.000234,-0.439904,3.790184,1
2.400,SPINUP,0.141118,0.442495,0.002406,0.097594,-0.275927,-0.261900,0.000238,-0.439904,3.807583,1
2.401,SPINUP,0.141118,0.442495,0.002406,0.097594,-0.275917,-0.261900,0.000242,-0.439904,3.824573,1
2.402,SPINUP,0.141117,0.442495,0.002407,0.097593,-0.275907,-0.261900,0.000247,-0.439904,3.841152,1
2.403,SPINUP,0.141117,0.442495,0.002407,0.097593,-0.275896,-0.261900,0.000252,-0.439904,3.857318,1
2.404,SPINUP,0.141117,0.442496,0.002408,0.097592,-0.275885,-0.261900,0.000256,-0.439904,3.873068,1
2.405,SPINUP,0.141117,0.442496,0.002408,0.097592,-0.275874,-0.261900,0.000261,-0.439904,3.888401,1
2.406,SPINUP,0.141117,0.442496,0.002409,0.097591,-0.275863,-0.261900,0.000266,-0.439904,3.903316,1
2.407,SPINUP,0.141117,0.442496,0.002409,0.097591,-0.275851,-0.261900,0.000271,-0.439904,3.917810,1
2.408,SPINUP,0.141117,0.442497,0.002410,0.097590,-0.275839,-0.261900,0.000276,-0.439904,3.931881,1
2.409,SPINUP,0.141117,0.442497,0.002410,0.097590,-0.275826,-0.261900,0.000281,-0.439904,3.945529,1
2.410,SPINUP,0.141117,0.442497,0.002411,0.097589,-0.275814,-0.261900,0.000286,-0.439904,3.958750,1
2.411,SPINUP,0.141117,0.442498,0.002411,0.097589,-0.275800,-0.261900,0.000292,-0.439904,3.971545,1
2.412,SPINUP,0.141117,0.442498,0.002412,0.097588,-0.275787,-0.261900,0.000297,-0.439904,3.983911,1
2.413,SPINUP,0.141117,0.442498,0.002412,0.097588,-0.275773,-0.261900,0.000302,-0.439904,3.995847,1
2.414,SPINUP,0.141117,0.442498,0.002413,0.097587,-0.275759,-0.261900,0.000308,-0.439904,4.007352,1
2.415,SPINUP,0.141117,0.442499,0.002413,0.097587,-0.275745,-0.261900,0.000313,-0.439904,4.018423,1
2.416,SPINUP,0.141117,0.442499,0.002414,0.097586,-0.275730,-0.261900,0.000319,-0.439904,4.029061,1
2.417,SPINUP,0.141118,0.442499,0.002414,0.097586,-0.275714,-0.261900,0.000325,-0.439904,4.039264,1
2.418,SPINUP,0.141118,0.442500,0.002415,0.097585,-0.275699,-0.261900,0.000330,-0.439904,4.049030,1
2.419,SPINUP,0.141118,0.442500,0.002416,0.097584,-0.275683,-0.261900,0.000336,-0.439904,4.058359,1
2.420,SPINUP,0.141118,0.442500,0.002416,0.097584,-0.275666,-0.261900,0.000342,-0.439904,4.067249,1
2.421,SPINUP,0.141118,0.442501,0.002417,0.097583,-0.275650,-0.261900,0.000348,-0.439904,4.075699,1
2.422,SPINUP,0.141118,0.442501,0.002417,0.097583,-0.275633,-0.261900,0.000354,-0.439904,4.083710,1
2.423,SPINUP,0.141118,0.442501,0.002418,0.097582,-0.275615,-0.261900,0.000359,-0.439904,4.091279,1
2.424,SPINUP,0.141119,0.442502,0.002418,0.097582,-0.275597,-0.261900,0.000365,-0.439904,4.098406,1
2.425,SPINUP,0.141119,0.442502,0.002419,0.097581,-0.275579,-0.261900,0.000371,-0.439904,4.105090,1
2.426,SPINUP,0.141119,0.442503,0.002419,0.097581,-0.275560,-0.261900,0.000377,-0.439904,4.111331,1
2.427,SPINUP,0.141119,0.442503,0.002420,0.097580,-0.275541,-0.261900,0.000383,-0.439904,4.117128,1
2.428,SPINUP,0.141120,0.442503,0.002420,0.097580,-0.275521,-0.261900,0.000389,-0.439904,4.122480,1
2.429,SPINUP,0.141120,0.442504,0.002421,0.097579,-0.275502,-0.261900,0.000396,-0.439904,4.127387,1
2.430,SPINUP,0.141120,0.442504,0.002421,0.097579,-0.275481,-0.261900,0.000402,-0.439904,4.131849,1
2.431,SPINUP,0.141120,0.442505,0.002422,0.097578,-0.275460,-0.261900,0.000408,-0.439904,4.135865,1
2.432,SPINUP,0.141121,0.442505,0.002423,0.097577,-0.275439,-0.261900,0.000414,-0.439904,4.139434,1
2.433,SPINUP,0.141121,0.442505,0.002423,0.097577,-0.275418,-0.261900,0.000420,-0.439904,4.142557,1
2.434,SPINUP,0.141121,0.442506,0.002424,0.097576,-0.275396,-0.261900,0.000426,-0.439904,4.145234,1
2.435,SPINUP,0.141122,0.442506,0.002424,0.097576,-0.275373,-0.261900,0.000432,-0.439904,4.147463,1
2.436,SPINUP,0.141122,0.442507,0.002425,0.097575,-0.275350,-0.261900,0.000438,-0.439904,4.149246,1
2.437,SPINUP,0.141123,0.442507,0.002425,0.097575,-0.275327,-0.261900,0.000444,-0.439904,4.150582,1
2.438,SPINUP,0.141123,0.442508,0.002426,0.097574,-0.275303,-0.261900,0.000451,-0.439904,4.151471,1
2.439,SPINUP,0.141124,0.442508,0.002426,0.097574,-0.275279,-0.261900,0.000457,-0.439904,4.151913,1
2.440,SPINUP,0.141124,0.442508,0.002427,0.097573,-0.275255,-0.261900,0.000463,-0.439904,4.151908,1
2.441,SPINUP,0.141125,0.442509,0.002427,0.097573,-0.275230,-0.261900,0.000469,-0.439904,4.151458,1
2.442,SPINUP,0.141125,0.442509,0.002428,0.097572,-0.275204,-0.261900,0.000475,-0.439904,4.150561,1
2.443,SPINUP,0.141126,0.442510,0.002428,0.097572,-0.275178,-0.261900,0.000481,-0.439904,4.149218,1
2.444,SPINUP,0.141126,0.442510,0.002429,0.097571,-0.275152,-0.261900,0.000487,-0.439904,4.147430,1
2.445,SPINUP,0.141127,0.442511,0.002429,0.097571,-0.275125,-0.261900,0.000492,-0.439904,4.145197,1
2.446,SPINUP,0.141128,0.442511,0.002430,0.097570,-0.275098,-0.261900,0.000498,-0.439904,4.142520,1
2.447,SPINUP,0.141128,0.442512,0.002430,0.097570,-0.275071,-0.261900,0.000504,-0.439904,4.139398,1
2.448,SPINUP,0.141129,0.442512,0.002431,0.097569,-0.275043,-0.261900,0.000510,-0.439904,4.135834,1
2.449,SPINUP,0.141130,0.442513,0.002431,0.097569,-0.275015,-0.261900,0.000515,-0.439904,4.131827,1
2.450,SPINUP,0.141130,0.442513,0.002432,0.097568,-0.274986,-0.261900,0.000521,-0.439904,4.127378,1
2.451,SPINUP,0.141131,0.442514,0.002432,0.097568,-0.274957,-0.261900,0.000527,-0.439904,4.122488,1
2.452,SPINUP,0.141132,0.442514,0.002433,0.097567,-0.274927,-0.261900,0.000532,-0.439904,4.117158,1
2.453,SPINUP,0.141132,0.442515,0.002433,0.097567,-0.274897,-0.261900,0.000537,-0.439904,4.111389,1
2.454,SPINUP,0.141133,0.442516,0.002434,0.097566,-0.274867,-0.261900,0.000543,-0.439904,4.105181,1
2.455,SPINUP,0.141134,0.442516,0.002434,0.097566,-0.274836,-0.261900,0.000548,-0.439904,4.098536,1
2.456,SPINUP,0.141135,0.442517,0.002435,0.097565,-0.274805,-0.261900,0.000553,-0.439904,4.091454,1
2.457,SPINUP,0.141136,0.442517,0.002435,0.097565,-0.274774,-0.261900,0.000558,-0.439904,4.083938,1
2.458,SPINUP,0.141137,0.442518,0.002435,0.097565,-0.274742,-0.261900,0.000563,-0.439904,4.075987,1
2.459,SPINUP,0.141138,0.442518,0.002436,0.097564,-0.274710,-0.261900,0.000568,-0.439904,4.067604,1
2.460,SPINUP,0.141138,0.442519,0.002436,0.097564,-0.274677,-0.261900,0.000573,-0.439904,4.058789,1
2.461,SPINUP,0.141139,0.442520,0.002437,0.097563,-0.274644,-0.261900,0.000578,-0.439904,4.049544,1
2.462,SPINUP,0.141140,0.442520,0.002437,0.097563,-0.274611,-0.261900,0.000582,-0.439904,4.039870,1
2.463,SPINUP,0.141141,0.442521,0.002438,0.097562,-0.274577,-0.261900,0.000587,-0.439904,4.029768,1
2.464,SPINUP,0.141142,0.442521,0.002438,0.097562,-0.274543,-0.261900,0.000591,-0.439904,4.019241,1
2.465,SPINUP,0.141143,0.442522,0.002438,0.097562,-0.274509,-0.261900,0.000595,-0.439904,4.008289,1
2.466,SPINUP,0.141144,0.442522,0.002439,0.097561,-0.274474,-0.261900,0.000600,-0.439904,3.996914,1
2.467,SPINUP,0.141145,0.442523,0.002439,0.097561,-0.274439,-0.261900,0.000604,-0.439904,3.985118,1
2.468,SPINUP,0.141146,0.442524,0.002440,0.097560,-0.274404,-0.261900,0.000608,-0.439904,3.972903,1
2.469,SPINUP,0.141148,0.442524,0.002440,0.097560,-0.274368,-0.261900,0.000611,-0.439904,3.960269,1
2.470,SPINUP,0.141149,0.442525,0.002440,0.097560,-0.274333,-0.261900,0.000615,-0.439904,3.947219,1
2.471,SPINUP,0.141150,0.442526,0.002441,0.097559,-0.274296,-0.261900,0.000618,-0.439904,3.933755,1
2.472,SPINUP,0.141151,0.442526,0.002441,0.097559,-0.274260,-0.261900,0.000622,-0.439904,3.919879,1
2.473,SPINUP,0.141152,0.442527,0.002442,0.097558,-0.274223,-0.261900,0.000625,-0.439904,3.905591,1
2.474,SPINUP,0.141153,0.442527,0.002442,0.097558,-0.274186,-0.261900,0.000628,-0.439904,3.890895,1
2.475,SPINUP,0.141154,0.442528,0.002442,0.097558,-0.274149,-0.261900,0.000631,-0.439904,3.875792,1
2.476,SPINUP,0.141156,0.442529,0.002443,0.097557,-0.274111,-0.261900,0.000634,-0.439904,3.860285,1
2.477,SPINUP,0.141157,0.442529,0.002443,0.097557,-0.274074,-0.261900,0.000637,-0.439904,3.844374,1
2.478,SPINUP,0.141158,0.442530,0.002443,0.097557,-0.274036,-0.261900,0.000639,-0.439904,3.828064,1
2.479,SPINUP,0.141159,0.442531,0.002444,0.097556,-0.273997,-0.261900,0.000642,-0.439904,3.811354,1
2.480,SPINUP,0.141161,0.442531,0.002444,0.097556,-0.273959,-0.261900,0.000644,-0.439904,3.794248,1
2.481,SPINUP,0.141162,0.442532,0.002444,0.097556,-0.273920,-0.261900,0.000646,-0.439904,3.776748,1
2.482,SPINUP,0.141163,0.442533,0.002444,0.097556,-0.273882,-0.261900,0.000648,-0.439904,3.758857,1
2.483,SPINUP,0.141165,0.442533,0.002445,0.097555,-0.273843,-0.261900,0.000650,-0.439904,3.740575,1
2.484,SPINUP,0.141166,0.442534,0.002445,0.097555,-0.273803,-0.261900,0.000651,-0.439904,3.721907,1
2.485,SPINUP,0.141167,0.442534,0.002445,0.097555,-0.273764,-0.261900,0.000653,-0.439904,3.702853,1
2.486,SPINUP,0.141169,0.442535,0.002446,0.097554,-0.273725,-0.261900,0.000654,-0.439904,3.683417,1
2.487,SPINUP,0.141170,0.442536,0.002446,0.097554,-0.273685,-0.261900,0.000655,-0.439904,3.663601,1
2.488,SPINUP,0.141171,0.442536,0.002446,0.097554,-0.273645,-0.261900,0.000656,-0.439904,3.643408,1
2.489,SPINUP,0.141173,0.442537,0.002446,0.097554,-0.273605,-0.261900,0.000657,-0.439904,3.622839,1
2.490,SPINUP,0.141174,0.442538,0.002447,0.097553,-0.273565,-0.261900,0.000658,-0.439904,3.601898,1
2.491,SPINUP,0.141176,0.442538,0.002447,0.097553,-0.273525,-0.261900,0.000658,-0.439904,3.580586,1
2.492,SPINUP,0.141177,0.442539,0.002447,0.097553,-0.273485,-0.261900,0.000659,-0.439904,3.558907,1
2.493,SPINUP,0.141179,0.442540,0.002447,0.097553,-0.273445,-0.261900,0.000659,-0.439904,3.536864,1
2.494,SPINUP,0.141180,0.442540,0.002447,0.097553,-0.273404,-0.261900,0.000659,-0.439904,3.514458,1
2.495,SPINUP,0.141182,0.442541,0.002448,0.097552,-0.273364,-0.261900,0.000659,-0.439904,3.491693,1
2.496,SPINUP,0.141183,0.442542,0.002448,0.097552,-0.273323,-0.261900,0.000658,-0.439904,3.468571,1
2.497,SPINUP,0.141185,0.442542,0.002448,0.097552,-0.273283,-0.261900,0.000658,-0.439904,3.445095,1
2.498,SPINUP,0.141186,0.442543,0.002448,0.097552,-0.273242,-0.261900,0.000657,-0.439904,3.421269,1
2.499,SPINUP,0.141188,0.442544,0.002448,0.097552,-0.273202,-0.261900,0.000656,-0.439904,3.397093,1
2.500,SPINUP,0.141189,0.442544,0.002449,0.097551,-0.273161,-0.261900,0.000655,-0.439904,3.372572,1
2.501,SPINUP,0.141191,0.442545,0.002449,0.097551,-0.273121,-0.261900,0.000654,-0.439904,3.347709,1
2.502,SPINUP,0.141192,0.442546,0.002449,0.097551,-0.273080,-0.261900,0.000653,-0.439904,3.322505,1
2.503,SPINUP,0.141194,0.442546,0.002449,0.097551,-0.273039,-0.261900,0.000651,-0.439904,3.296965,1
2.504,SPINUP,0.141195,0.442547,0.002449,0.097551,-0.272999,-0.261900,0.000650,-0.439904,3.271091,1
2.505,SPINUP,0.141197,0.442548,0.002449,0.097551,-0.272959,-0.261900,0.000648,-0.439904,3.244886,1
2.506,SPINUP,0.141198,0.442548,0.002449,0.097551,-0.272918,-0.261900,0.000646,-0.439904,3.218353,1
2.507,SPINUP,0.141200,0.442549,0.002449,0.097551,-0.272878,-0.261900,0.000644,-0.439904,3.191495,1
2.508,SPINUP,0.141202,0.442550,0.002450,0.097550,-0.272838,-0.261900,0.000642,-0.439904,3.164315,1
2.509,SPINUP,0.141203,0.442550,0.002450,0.097550,-0.272798,-0.261900,0.000639,-0.439904,3.136816,1
2.510,SPINUP,0.141205,0.442551,0.002450,0.097550,-0.272758,-0.261900,0.000637,-0.439904,3.109002,1
2.511,SPINUP,0.141206,0.442551,0.002450,0.097550,-0.272718,-0.261900,0.000634,-0.439904,3.080875,1
2.512,SPINUP,0.141208,0.442552,0.002450,0.097550,-0.272678,-0.261900,0.000631,-0.439904,3.052438,1
2.513,SPINUP,0.141209,0.442553,0.002450,0.097550,-0.272638,-0.261900,0.000628,-0.439904,3.023695,1
2.514,SPINUP,0.141211,0.442553,0.002450,0.097550,-0.272599,-0.261900,0.000625,-0.439904,2.994649,1
2.515,SPINUP,0.141213,0.442554,0.002450,0.097550,-0.272559,-0.261900,0.000622,-0.439904,2.965303,1
2.516,SPINUP,0.141214,0.442555,0.002450,0.097550,-0.272520,-0.261900,0.000618,-0.439904,2.935660,1
2.517,SPINUP,0.141216,0.442555,0.002450,0.097550,-0.272481,-0.261900,0.000615,-0.439904,2.905723,1
2.518,SPINUP,0.141217,0.442556,0.002450,0.097550,-0.272442,-0.261900,0.000611,-0.439904,2.875497,1
2.519,SPINUP,0.141219,0.442556,0.002450,0.097550,-0.272403,-0.261900,0.000607,-0.439904,2.844983,1
2.520,SPINUP,0.141220,0.442557,0.002450,0.097550,-0.272365,-0.261900,0.000603,-0.439904,2.814186,1
2.521,SPINUP,0.141222,0.442558,0.002450,0.097550,-0.272327,-0.261900,0.000599,-0.439904,2.783108,1
2.522,SPINUP,0.141224,0.442558,0.002450,0.097550,-0.272289,-0.261900,0.000595,-0.439904,2.751753,1
2.523,SPINUP,0.141225,0.442559,0.002450,0.097550,-0.272251,-0.261900,0.000590,-0.439904,2.720125,1
2.524,SPINUP,0.141227,0.442559,0.002450,0.097550,-0.272213,-0.261900,0.000586,-0.439904,2.688226,1
2.525,SPINUP,0.141228,0.442560,0.002450,0.097550,-0.272176,-0.261900,0.000581,-0.439904,2.656060,1
2.526,SPINUP,0.141230,0.442561,0.002450,0.097550,-0.272139,-0.261900,0.000576,-0.439904,2.623631,1
2.527,SPINUP,0.141231,0.442561,0.002450,0.097550,-0.272102,-0.261900,0.000572,-0.439904,2.590941,1
2.528,SPINUP,0.141233,0.442562,0.002450,0.097550,-0.272066,-0.261900,0.000567,-0.439904,2.557995,1
2.529,SPINUP,0.141235,0.442562,0.002450,0.097550,-0.272029,-0.261900,0.000562,-0.439904,2.524796,1
2.530,SPINUP,0.141236,0.442563,0.002450,0.097550,-0.271993,-0.261900,0.000556,-0.439904,2.491347,1
2.531,SPINUP,0.141238,0.442563,0.002450,0.097550,-0.271958,-0.261900,0.000551,-0.439904,2.457652,1
2.532,SPINUP,0.141239,0.442564,0.002450,0.097550,-0.271922,-0.261900,0.000546,-0.439904,2.423713,1
2.533,SPINUP,0.141241,0.442564,0.002450,0.097550,-0.271887,-0.261900,0.000540,-0.439904,2.389536,1
2.534,SPINUP,0.141242,0.442565,0.002450,0.097550,-0.271853,-0.261900,0.000535,-0.439904,2.355123,1
2.535,SPINUP,0.141244,0.442565,0.002450,0.097550,-0.271818,-0.261900,0.000529,-0.439904,2.320478,1
2.536,SPINUP,0.141245,0.442566,0.002450,0.097550,-0.271784,-0.261900,0.000523,-0.439904,2.285604,1
2.537,SPINUP,0.141247,0.442567,0.002450,0.097550,-0.271751,-0.261900,0.000517,-0.439904,2.250505,1
2.538,SPINUP,0.141248,0.442567,0.002450,0.097550,-0.271717,-0.261900,0.000511,-0.439904,2.215184,1
2.539,SPINUP,0.141250,0.442568,0.002449,0.097551,-0.271684,-0.261900,0.000505,-0.439904,2.179646,1
2.540,SPINUP,0.141251,0.442568,0.002449,0.097551,-0.271651,-0.261900,0.000499,-0.439904,2.143893,1
2.541,SPINUP,0.141252,0.442569,0.002449,0.097551,-0.271619,-0.261900,0.000493,-0.439904,2.107930,1
2.542,SPINUP,0.141254,0.442569,0.002449,0.097551,-0.271587,-0.261900,0.000487,-0.439904,2.071759,1
2.543,SPINUP,0.141255,0.442569,0.002449,0.097551,-0.271556,-0.261900,0.000481,-0.439904,2.035386,1
2.544,SPINUP,0.141257,0.442570,0.002449,0.097551,-0.271524,-0.261900,0.000474,-0.439904,1.998812,1
2.545,SPINUP,0.141258,0.442570,0.002449,0.097551,-0.271494,-0.261900,0.000468,-0.439904,1.962043,1
2.546,SPINUP,0.141260,0.442571,0.002449,0.097551,-0.271463,-0.261900,0.000461,-0.439904,1.925081,1
2.547,SPINUP,0.141261,0.442571,0.002449,0.097551,-0.271433,-0.261900,0.000455,-0.439904,1.887930,1
2.548,SPINUP,0.141262,0.442572,0.002448,0.097552,-0.271404,-0.261900,0.000448,-0.439904,1.850595,1
2.549,SPINUP,0.141264,0.442572,0.002448,0.097552,-0.271375,-0.261900,0.000442,-0.439904,1.813078,1
2.550,SPINUP,0.141265,0.442573,0.002448,0.097552,-0.271346,-0.261900,0.000435,-0.439904,1.775384,1
2.551,SPINUP,0.141266,0.442573,0.002448,0.097552,-0.271317,-0.261900,0.000428,-0.439904,1.737516,1
2.552,SPINUP,0.141268,0.442574,0.002448,0.097552,-0.271289,-0.261900,0.000422,-0.439904,1.699478,1
2.553,SPINUP,0.141269,0.442574,0.002448,0.097552,-0.271262,-0.261900,0.000415,-0.439904,1.661274,1
2.554,SPINUP,0.141270,0.442574,0.002448,0.097552,-0.271235,-0.261900,0.000408,-0.439904,1.622908,1
2.555,SPINUP,0.141271,0.442575,0.002447,0.097553,-0.271208,-0.261900,0.000401,-0.439904,1.584382,1
2.556,SPINUP,0.141273,0.442575,0.002447,0.097553,-0.271182,-0.261900,0.000394,-0.439904,1.545702,1
2.557,SPINUP,0.141274,0.442576,0.002447,0.097553,-0.271156,-0.261900,0.000387,-0.439904,1.506871,1
2.558,SPINUP,0.141275,0.442576,0.002447,0.097553,-0.271131,-0.261900,0.000381,-0.439904,1.467892,1
2.559,SPINUP,0.141276,0.442576,0.002447,0.097553,-0.271106,-0.261900,0.000374,-0.439904,1.428770,1
2.560,SPINUP,0.141277,0.442577,0.002447,0.097553,-0.271081,-0.261900,0.000367,-0.439904,1.389508,1
2.561,SPINUP,0.141279,0.442577,0.002446,0.097554,-0.271057,-0.261900,0.000360,-0.439904,1.350111,1
2.562,SPINUP,0.141280,0.442577,0.002446,0.097554,-0.271033,-0.261900,0.000353,-0.439904,1.310582,1
2.563,SPINUP,0.141281,0.442578,0.002446,0.097554,-0.271010,-0.261900,0.000346,-0.439904,1.270924,1
2.564,SPINUP,0.141282,0.442578,0.002446,0.097554,-0.270987,-0.261900,0.000339,-0.439904,1.231142,1
2.565,SPINUP,0.141283,0.442578,0.002446,0.097554,-0.270965,-0.261900,0.000332,-0.439904,1.191240,1
2.566,SPINUP,0.141284,0.442579,0.002446,0.097554,-0.270943,-0.261900,0.000325,-0.439904,1.151222,1
2.567,SPINUP,0.141285,0.442579,0.002445,0.097555,-0.270922,-0.261900,0.000318,-0.439904,1.111090,1
2.568,SPINUP,0.141286,0.442579,0.002445,0.097555,-0.270901,-0.261900,0.000312,-0.439904,1.070851,1
2.569,SPINUP,0.141287,0.442580,0.002445,0.097555,-0.270880,-0.261900,0.000305,-0.439904,1.030506,1
2.570,SPINUP,0.141288,0.442580,0.002445,0.097555,-0.270860,-0.261900,0.000298,-0.439904,0.990061,1
2.571,SPINUP,0.141289,0.442580,0.002445,0.097555,-0.270841,-0.261900,0.000291,-0.439904,0.949518,1
2.572,SPINUP,0.141290,0.442581,0.002445,0.097555,-0.270822,-0.261900,0.000284,-0.439904,0.908883,1
2.573,SPINUP,0.141291,0.442581,0.002444,0.097556,-0.270803,-0.261900,0.000277,-0.439904,0.868158,1
2.574,SPINUP,0.141292,0.442581,0.002444,0.097556,-0.270785,-0.261900,0.000271,-0.439904,0.827349,1
2.575,SPINUP,0.141293,0.442581,0.002444,0.097556,-0.270767,-0.261900,0.000264,-0.439904,0.786458,1
2.576,SPINUP,0.141294,0.442582,0.002444,0.097556,-0.270749,-0.261900,0.000257,-0.439904,0.745490,1
2.577,SPINUP,0.141295,0.442582,0.002444,0.097556,-0.270732,-0.261900,0.000251,-0.439904,0.704449,1
2.578,SPINUP,0.141296,0.442582,0.002443,0.097557,-0.270716,-0.261900,0.000244,-0.439904,0.663338,1
2.579,SPINUP,0.141297,0.442582,0.002443,0.097557,-0.270700,-0.261900,0.000237,-0.439904,0.622163,1
2.580,SPINUP,0.141298,0.442583,0.002443,0.097557,-0.270684,-0.261900,0.000231,-0.439904,0.580926,1
2.581,SPINUP,0.141298,0.442583,0.002443,0.097557,-0.270669,-0.261900,0.000224,-0.439904,0.539631,1
2.582,SPINUP,0.141299,0.442583,0.002443,0.097557,-0.270654,-0.261900,0.000218,-0.439904,0.498283,1
2.583,SPINUP,0.141300,0.442583,0.002443,0.097557,-0.270640,-0.261900,0.000211,-0.439904,0.456886,1
2.584,SPINUP,0.141301,0.442583,0.002442,0.097558,-0.270626,-0.261900,0.000205,-0.439904,0.415444,1
2.585,SPINUP,0.141301,0.442584,0.002442,0.097558,-0.270613,-0.261900,0.000199,-0.439904,0.373960,1
2.586,SPINUP,0.141302,0.442584,0.002442,0.097558,-0.270600,-0.261900,0.000192,-0.439904,0.332439,1
2.587,SPINUP,0.141303,0.442584,0.002442,0.097558,-0.270587,-0.261900,0.000186,-0.439904,0.290885,1
2.588,SPINUP,0.141304,0.442584,0.002442,0.097558,-0.270575,-0.261900,0.000180,-0.439904,0.249302,1
2.589,SPINUP,0.141304,0.442584,0.002442,0.097558,-0.270563,-0.261900,0.000174,-0.439904,0.207693,1
2.590,SPINUP,0.141305,0.442584,0.002441,0.097559,-0.270552,-0.261900,0.000168,-0.439904,0.166063,1
2.591,SPINUP,0.141306,0.442585,0.002441,0.097559,-0.270541,-0.261900,0.000162,-0.439904,0.124416,1
2.592,SPINUP,0.141306,0.442585,0.002441,0.097559,-0.270531,-0.261900,0.000156,-0.439904,0.082756,1
2.593,SPINUP,0.141307,0.442585,0.002441,0.097559,-0.270520,-0.261900,0.000150,-0.439904,0.041087,1
2.594,SPINUP,0.141307,0.442585,0.002441,0.097559,-0.270511,-0.261900,0.000144,-0.439904,-0.000587,1
2.595,SPINUP,0.141308,0.442585,0.002441,0.097559,-0.270502,-0.261900,0.000138,-0.439904,-0.042262,1
2.596,SPINUP,0.141308,0.442585,0.002440,0.097560,-0.270493,-0.261900,0.000133,-0.439904,-0.083933,1
2.597,SPINUP,0.141309,0.442586,0.002440,0.097560,-0.270484,-0.261900,0.000127,-0.439904,-0.125598,1
2.598,SPINUP,0.141309,0.442586,0.002440,0.097560,-0.270476,-0.261900,0.000121,-0.439904,-0.167251,1
2.599,SPINUP,0.141310,0.442586,0.002440,0.097560,-0.270469,-0.261900,0.000116,-0.439904,-0.208889,1
2.600,SPINUP,0.141310,0.442586,0.002440,0.097560,-0.270461,-0.261900,0.000110,-0.439904,-0.250507,1
2.601,SPINUP,0.141311,0.442586,0.002440,0.097560,-0.270454,-0.261900,0.000105,-0.439904,-0.292102,1
2.602,SPINUP,0.141311,0.442586,0.002440,0.097560,-0.270448,-0.261900,0.000100,-0.439904,-0.333669,1
2.603,SPINUP,0.141312,0.442586,0.002439,0.097561,-0.270442,-0.261900,0.000094,-0.439904,-0.375204,1
2.604,SPINUP,0.141312,0.442586,0.002439,0.097561,-0.270436,-0.261900,0.000089,-0.439904,-0.416704,1
2.605,SPINUP,0.141312,0.442586,0.002439,0.097561,-0.270431,-0.261900,0.000084,-0.439904,-0.458164,1
2.606,SPINUP,0.141313,0.442586,0.002439,0.097561,-0.270426,-0.261900,0.000079,-0.439904,-0.499579,1
2.607,SPINUP,0.141313,0.442586,0.002439,0.097561,-0.270421,-0.261900,0.000074,-0.439904,-0.540947,1
2.608,SPINUP,0.141313,0.442587,0.002439,0.097561,-0.270417,-0.261900,0.000069,-0.439904,-0.582263,1
2.609,SPINUP,0.141314,0.442587,0.002439,0.097561,-0.270413,-0.261900,0.000064,-0.439904,-0.623522,1
