time,phase,z,x,compression,leg_length,hip_angle,target_hip_angle,vx,vy,omega,contact
0.001,START,0.165187,0.446567,0.001759,0.098241,0.000001,-0.244346,446.567375,0.000000,0.000631,0
0.002,START,0.165180,0.446567,0.000578,0.099422,0.000003,-0.244346,-0.000197,-0.007077,0.000788,0
0.003,START,0.165165,0.446567,-0.000403,0.100403,0.000005,-0.244346,-0.000493,-0.014966,0.000477,0
0.004,START,0.165141,0.446566,-0.000923,0.100923,0.000007,-0.244346,-0.000919,-0.024188,-0.000116,0
0.005,START,0.165107,0.446564,-0.000963,0.100963,0.000009,-0.244346,-0.001428,-0.033415,-0.000776,0
0.006,START,0.165065,0.446562,-0.000669,0.100669,0.000011,-0.244346,-0.001972,-0.041764,-0.001341,0
0.007,START,0.165016,0.446560,-0.000252,0.100252,0.000013,-0.244346,-0.002513,-0.048938,-0.001741,0
0.008,START,0.164961,0.446557,0.000108,0.099892,0.000016,-0.244346,-0.003037,-0.055129,-0.001989,0
0.009,START,0.164900,0.446553,0.000309,0.099691,0.000019,-0.244346,-0.003549,-0.060792,-0.002148,0
0.010,START,0.164834,0.446549,0.000337,0.099663,0.000023,-0.244346,-0.004063,-0.066403,-0.002296,0
0.011,START,0.164762,0.446545,0.000241,0.099759,0.000027,-0.244346,-0.004597,-0.072291,-0.002491,0
0.012,START,0.164683,0.446539,0.000094,0.099906,0.000031,-0.244346,-0.005164,-0.078580,-0.002764,0
0.013,START,0.164598,0.446534,-0.000037,0.100037,0.000036,-0.244346,-0.005767,-0.085214,-0.003108,0
0.014,START,0.164506,0.446527,-0.000114,0.100114,0.000041,-0.244346,-0.006404,-0.092038,-0.003503,0
0.015,START,0.164407,0.446520,-0.000130,0.100130,0.000046,-0.244346,-0.007067,-0.098880,-0.003919,0
0.016,START,0.164301,0.446512,-0.000099,0.100099,0.000051,-0.244346,-0.007747,-0.105617,-0.004331,0
0.017,START,0.164189,0.446504,-0.000047,0.100047,0.000057,-0.244346,-0.008437,-0.112199,-0.004730,0
0.018,START,0.164071,0.446495,0.000000,0.100000,0.000063,-0.244346,-0.009132,-0.118641,-0.005112,0
0.019,START,0.163946,0.446485,0.000030,0.099970,0.000069,-0.244346,-0.009831,-0.124997,-0.005485,0
0.020,START,0.163814,0.446475,0.000037,0.099963,0.000076,-0.244346,-0.010534,-0.131329,-0.005858,0
0.021,START,0.163677,0.446463,0.000027,0.099973,0.000083,-0.244346,-0.011242,-0.137684,-0.006238,0
0.022,START,0.163533,0.446451,0.000009,0.099991,0.000090,-0.244346,-0.011956,-0.144082,-0.006629,0
0.023,START,0.163382,0.446439,-0.000008,0.100008,0.000098,-0.244346,-0.012675,-0.150521,-0.007030,0
0.024,START,0.163225,0.446425,-0.000019,0.100019,0.000105,-0.244346,-0.013398,-0.156984,-0.007437,0
0.025,START,0.163062,0.446411,-0.000022,0.100022,0.000113,-0.244346,-0.014124,-0.163449,-0.007848,0
0.026,START,0.162892,0.446396,-0.000019,0.100019,0.000122,-0.244346,-0.014851,-0.169900,-0.008258,0
0.027,START,0.162715,0.446381,-0.000013,0.100013,0.000130,-0.244346,-0.015578,-0.176330,-0.008665,0
0.028,START,0.162533,0.446364,-0.000007,0.100007,0.000139,-0.244346,-0.016305,-0.182740,-0.009069,0
0.029,START,0.162343,0.446347,-0.000003,0.100003,0.000148,-0.244346,-0.017032,-0.189136,-0.009472,0
0.030,START,0.162148,0.446330,-0.000001,0.100001,0.000157,-0.244346,-0.017758,-0.195527,-0.009873,0
0.031,START,0.161946,0.446311,-0.000002,0.100002,0.000167,-0.244346,-0.018484,-0.201919,-0.010274,0
0.032,START,0.161738,0.446292,-0.000004,0.100004,0.000177,-0.244346,-0.019212,-0.208317,-0.010676,0
0.033,START,0.161523,0.446272,-0.000007,0.100007,0.000187,-0.244346,-0.019942,-0.214722,-0.011080,0
0.034,START,0.161302,0.446251,-0.000008,0.100008,0.000198,-0.244346,-0.020675,-0.221130,-0.011484,0
0.035,START,0.161074,0.446230,-0.000009,0.100009,0.000208,-0.244346,-0.021411,-0.227541,-0.011890,0
0.036,START,0.160840,0.446208,-0.000009,0.100009,0.000219,-0.244346,-0.022151,-0.233952,-0.012297,0
0.037,START,0.160600,0.446185,-0.000008,0.100008,0.000231,-0.244346,-0.022896,-0.240362,-0.012705,0
0.038,START,0.160353,0.446161,-0.000007,0.100007,0.000242,-0.244346,-0.023647,-0.246772,-0.013115,0
0.039,START,0.160100,0.446137,-0.000006,0.100006,0.000254,-0.244346,-0.024405,-0.253182,-0.013527,0
0.040,START,0.159840,0.446112,-0.000006,0.100006,0.000266,-0.244346,-0.025170,-0.259594,-0.013942,0
0.041,START,0.159574,0.446086,-0.000006,0.100006,0.000278,-0.244346,-0.025945,-0.266009,-0.014360,0
0.042,START,0.159302,0.446059,-0.000007,0.100007,0.000291,-0.244346,-0.026729,-0.272426,-0.014783,0
0.043,START,0.159023,0.446031,-0.000007,0.100007,0.000304,-0.244346,-0.027524,-0.278848,-0.015210,0
0.044,START,0.158738,0.446003,-0.000007,0.100007,0.000317,-0.244346,-0.028330,-0.285272,-0.015642,0
0.045,START,0.158446,0.445974,-0.000007,0.100007,0.000330,-0.244346,-0.029150,-0.291700,-0.016079,0
0.046,START,0.158148,0.445944,-0.000007,0.100007,0.000344,-0.244346,-0.029982,-0.298130,-0.016523,0
0.047,START,0.157844,0.445913,-0.000007,0.100007,0.000357,-0.244346,-0.030829,-0.304563,-0.016972,0
0.048,START,0.157533,0.445881,-0.000007,0.100007,0.000371,-0.244346,-0.031691,-0.310998,-0.017428,0
0.049,START,0.157215,0.445849,-0.000007,0.100007,0.000385,-0.244346,-0.032567,-0.317435,-0.017891,0
0.050,START,0.156891,0.445815,-0.000007,0.100007,0.000400,-0.244346,-0.033460,-0.323875,-0.018362,0
0.051,START,0.156561,0.445781,-0.000007,0.100007,0.000414,-0.244346,-0.034370,-0.330317,-0.018840,0
0.052,START,0.156224,0.445746,-0.000007,0.100007,0.000429,-0.244346,-0.035297,-0.336761,-0.019326,0
0.053,START,0.155881,0.445709,-0.000007,0.100007,0.000444,-0.244346,-0.036241,-0.343207,-0.019820,0
0.054,START,0.155531,0.445672,-0.000007,0.100007,0.000459,-0.244346,-0.037202,-0.349654,-0.020323,0
0.055,START,0.155175,0.445634,-0.000007,0.100007,0.000474,-0.244346,-0.038182,-0.356103,-0.020834,0
0.056,START,0.154813,0.445595,-0.000007,0.100007,0.000490,-0.244346,-0.039180,-0.362553,-0.021353,0
0.057,START,0.154444,0.445555,-0.000007,0.100007,0.000505,-0.244346,-0.040197,-0.369004,-0.021882,0
0.058,START,0.154068,0.445513,-0.000007,0.100007,0.000521,-0.244346,-0.041232,-0.375455,-0.022420,0
0.059,START,0.153686,0.445471,-0.000007,0.100007,0.000537,-0.244346,-0.042287,-0.381905,-0.022966,0
0.060,START,0.153298,0.445428,-0.000007,0.100007,0.000553,-0.244346,-0.043360,-0.388356,-0.023522,0
0.061,START,0.152903,0.445383,-0.000007,0.100007,0.000569,-0.244346,-0.044453,-0.394806,-0.024087,0
0.062,START,0.152502,0.445338,-0.000007,0.100007,0.000586,-0.244346,-0.045565,-0.401255,-0.024661,0
0.063,START,0.152094,0.445291,-0.000007,0.100007,0.000602,-0.244346,-0.046696,-0.407702,-0.025244,0
0.064,START,0.151680,0.445243,-0.000007,0.100007,0.000618,-0.244346,-0.047847,-0.414148,-0.025837,0
0.065,START,0.151259,0.445194,-0.000007,0.100007,0.000635,-0.244346,-0.049017,-0.420591,-0.026439,0
0.066,START,0.150832,0.445144,-0.000007,0.100007,0.000652,-0.244346,-0.050207,-0.427032,-0.027050,0
0.067,START,0.150399,0.445093,-0.000007,0.100007,0.000668,-0.244346,-0.051417,-0.433470,-0.027671,0
0.068,START,0.149959,0.445040,-0.000007,0.100007,0.000685,-0.244346,-0.052647,-0.439904,-0.028301,0
0.069,SPINUP,0.149513,0.444986,-0.000007,0.100007,0.000702,-0.261900,-0.053897,-0.439904,-0.028941,1
0.070,SPINUP,0.149063,0.444933,0.000563,0.099437,-0.005844,-0.261900,-0.052875,-0.439904,-7.047969,1
0.071,SPINUP,0.148610,0.444880,0.001001,0.098999,-0.013629,-0.261900,-0.053486,-0.439904,-8.438458,1
0.072,SPINUP,0.148157,0.444827,0.001403,0.098597,-0.021196,-0.261900,-0.053228,-0.439904,-8.182700,1
0.073,SPINUP,0.147704,0.444774,0.001782,0.098218,-0.028391,-0.261900,-0.052815,-0.439904,-7.727280,1
0.074,SPINUP,0.147252,0.444721,0.002145,0.097855,-0.035186,-0.261900,-0.052260,-0.439904,-7.224990,1
0.075,SPINUP,0.146803,0.444670,0.002495,0.097505,-0.041593,-0.261900,-0.051554,-0.439904,-6.723935,1
0.076,SPINUP,0.146357,0.444619,0.002833,0.097167,-0.047630,-0.261900,-0.050699,-0.439904,-6.234345,1
0.077,SPINUP,0.145916,0.444569,0.003162,0.096838,-0.053318,-0.261900,-0.049709,-0.439904,-5.757436,1
0.078,SPINUP,0.145481,0.444521,0.003482,0.096518,-0.058678,-0.261900,-0.048597,-0.439904,-5.292333,1
0.079,SPINUP,0.145052,0.444474,0.003793,0.096207,-0.063725,-0.261900,-0.047378,-0.439904,-4.837873,1
0.080,SPINUP,0.144631,0.444427,0.004097,0.095903,-0.068477,-0.261900,-0.046065,-0.439904,-4.393034,1
0.081,SPINUP,0.144219,0.444383,0.004392,0.095608,-0.072951,-0.261900,-0.044672,-0.439904,-3.956998,1
0.082,SPINUP,0.143816,0.444340,0.004680,0.095320,-0.077160,-0.261900,-0.043210,-0.439904,-3.529137,1
0.083,SPINUP,0.143423,0.444298,0.004959,0.095041,-0.081119,-0.261900,-0.041687,-0.439904,-3.108985,1
0.084,SPINUP,0.143041,0.444258,0.005229,0.094771,-0.084842,-0.261900,-0.040115,-0.439904,-2.696202,1
0.085,SPINUP,0.142671,0.444219,0.005490,0.094510,-0.088341,-0.261900,-0.038499,-0.439904,-2.290559,1
0.086,SPINUP,0.142313,0.444182,0.005742,0.094258,-0.091629,-0.261900,-0.036847,-0.439904,-1.891914,1
0.087,SPINUP,0.141970,0.444147,0.005983,0.094017,-0.094719,-0.261900,-0.035164,-0.439904,-1.500200,1
0.088,SPINUP,0.141640,0.444114,0.006214,0.093786,-0.097622,-0.261900,-0.033455,-0.439904,-1.115410,1
0.089,SPINUP,0.141325,0.444082,0.006434,0.093566,-0.100350,-0.261900,-0.031724,-0.439904,-0.737592,1
0.090,SPINUP,0.141025,0.444052,0.006642,0.093358,-0.102913,-0.261900,-0.029976,-0.439904,-0.366837,1
0.091,SPINUP,0.140742,0.444024,0.006838,0.093162,-0.105323,-0.261900,-0.028213,-0.439904,-0.003275,1
0.092,SPINUP,0.140475,0.443997,0.007022,0.092978,-0.107591,-0.261900,-0.026440,-0.439904,0.352933,1
0.093,SPINUP,0.140225,0.443973,0.007193,0.092807,-0.109726,-0.261900,-0.024660,-0.439904,0.701601,1
0.094,SPINUP,0.139993,0.443950,0.007349,0.092651,-0.111769,-0.261900,-0.022870,-0.439904,1.007868,1
0.095,SPINUP,0.139779,0.443929,0.007486,0.092514,-0.113913,-0.261900,-0.021038,-0.439904,1.091916,1
0.096,SPINUP,0.139584,0.443910,0.007604,0.092396,-0.116153,-0.261900,-0.019181,-0.439904,1.170932,1
0.097,SPINUP,0.139408,0.443892,0.007703,0.092297,-0.118483,-0.261900,-0.017320,-0.439904,1.245436,1
0.098,SPINUP,0.139251,0.443877,0.007783,0.092217,-0.120898,-0.261900,-0.015463,-0.439904,1.315701,1
0.099,SPINUP,0.139114,0.443863,0.007844,0.092156,-0.123394,-0.261900,-0.013615,-0.439904,1.381847,1
0.100,SPINUP,0.138997,0.443852,0.007886,0.092114,-0.125964,-0.261900,-0.011783,-0.439904,1.443961,1
0.101,SPINUP,0.138900,0.443842,0.007909,0.092091,-0.128604,-0.261900,-0.009969,-0.439904,1.502114,1
0.102,SPINUP,0.138824,0.443833,0.007914,0.092086,-0.131310,-0.261900,-0.008178,-0.439904,1.556369,1
0.103,SPINUP,0.138766,0.443825,0.007898,0.092102,-0.134070,-0.261900,-0.008788,-0.439904,1.610121,1
0.104,SPINUP,0.138725,0.443813,0.007861,0.092139,-0.136878,-0.261900,-0.012065,-0.439904,1.660748,1
0.105,SPINUP,0.138699,0.443797,0.007807,0.092193,-0.139731,-0.261900,-0.015902,-0.439904,1.703557,1
0.106,SPINUP,0.138687,0.443777,0.007741,0.092259,-0.142625,-0.261900,-0.019868,-0.439904,1.739965,1
0.107,SPINUP,0.138688,0.443753,0.007663,0.092337,-0.145556,-0.261900,-0.023802,-0.439904,1.771000,1
0.108,SPINUP,0.138699,0.443725,0.007576,0.092424,-0.148521,-0.261900,-0.027613,-0.439904,1.797341,1
0.109,SPINUP,0.138721,0.443694,0.007480,0.092520,-0.151514,-0.261900,-0.031235,-0.439904,1.819454,1
0.110,SPINUP,0.138752,0.443659,0.007377,0.092623,-0.154532,-0.261900,-0.034622,-0.439904,1.837661,1
0.111,SPINUP,0.138792,0.443622,0.007267,0.092733,-0.157570,-0.261900,-0.037742,-0.439904,1.852187,1
0.112,SPINUP,0.138838,0.443581,0.007151,0.092849,-0.160625,-0.261900,-0.040573,-0.439904,1.863184,1
0.113,SPINUP,0.138891,0.443538,0.007030,0.092970,-0.163693,-0.261900,-0.043101,-0.439904,1.870760,1
0.114,SPINUP,0.138949,0.443493,0.006904,0.093096,-0.166770,-0.261900,-0.045177,-0.439904,1.874694,1
0.115,SPINUP,0.139012,0.443447,0.006776,0.093224,-0.169855,-0.261900,-0.045893,-0.439904,1.873268,1
0.116,SPINUP,0.139080,0.443401,0.006645,0.093355,-0.172945,-0.261900,-0.045691,-0.439904,1.868969,1
0.117,SPINUP,0.139151,0.443357,0.006511,0.093489,-0.176036,-0.261900,-0.044734,-0.439904,1.862044,1
0.118,SPINUP,0.139227,0.443313,0.006375,0.093625,-0.179126,-0.261900,-0.043114,-0.439904,1.852499,1
0.119,SPINUP,0.139306,0.443273,0.006236,0.093764,-0.182212,-0.261900,-0.040904,-0.439904,1.840328,1
0.120,SPINUP,0.139388,0.443234,0.006094,0.093906,-0.185290,-0.261900,-0.038178,-0.439904,1.825541,1
0.121,SPINUP,0.139473,0.443199,0.005950,0.094050,-0.188358,-0.261900,-0.035015,-0.439904,1.808167,1
0.122,SPINUP,0.139561,0.443168,0.005803,0.094197,-0.191414,-0.261900,-0.031495,-0.439904,1.788249,1
0.123,SPINUP,0.139651,0.443140,0.005654,0.094346,-0.194455,-0.261900,-0.027702,-0.439904,1.765843,1
0.124,SPINUP,0.139743,0.443116,0.005503,0.094497,-0.197479,-0.261900,-0.023717,-0.439904,1.741015,1
0.125,SPINUP,0.139837,0.443097,0.005351,0.094649,-0.200484,-0.261900,-0.019621,-0.439904,1.713840,1
0.126,SPINUP,0.139932,0.443081,0.005197,0.094803,-0.203467,-0.261900,-0.015488,-0.439904,1.684395,1
0.127,SPINUP,0.140029,0.443070,0.005042,0.094958,-0.206426,-0.261900,-0.011390,-0.439904,1.652766,1
0.128,SPINUP,0.140127,0.443063,0.004886,0.095114,-0.209359,-0.261900,-0.007392,-0.439904,1.619038,1
0.129,SPINUP,0.140226,0.443059,0.004729,0.095271,-0.212263,-0.261900,-0.003552,-0.439904,1.583299,1
0.130,SPINUP,0.140326,0.443059,0.004571,0.095429,-0.215138,-0.261900,0.000079,-0.439904,1.545639,1
0.131,SPINUP,0.140426,0.443063,0.004413,0.095587,-0.217981,-0.261900,0.003458,-0.439904,1.506147,1
0.132,SPINUP,0.140527,0.443069,0.004255,0.095745,-0.220791,-0.261900,0.006550,-0.439904,1.464911,1
0.133,SPINUP,0.140628,0.443078,0.004097,0.095903,-0.223564,-0.261900,0.009326,-0.439904,1.422020,1
0.134,SPINUP,0.140729,0.443090,0.003939,0.096061,-0.226300,-0.261900,0.011766,-0.439904,1.377557,1
0.135,SPINUP,0.140830,0.443104,0.003781,0.096219,-0.228998,-0.261900,0.013858,-0.439904,1.331607,1
0.136,SPINUP,0.140931,0.443120,0.003624,0.096376,-0.231654,-0.261900,0.015596,-0.439904,1.284251,1
0.137,SPINUP,0.141032,0.443137,0.003468,0.096532,-0.234268,-0.261900,0.016980,-0.439904,1.235567,1
0.138,SPINUP,0.141132,0.443155,0.003313,0.096687,-0.236838,-0.261900,0.018015,-0.439904,1.185631,1
0.139,SPINUP,0.141232,0.443173,0.003159,0.096841,-0.239364,-0.261900,0.018715,-0.439904,1.134515,1
0.140,SPINUP,0.141330,0.443192,0.003006,0.096994,-0.241842,-0.261900,0.019095,-0.439904,1.082289,1
0.141,SPINUP,0.141428,0.443212,0.002855,0.097145,-0.244274,-0.261900,0.019174,-0.439904,1.029020,1
0.142,SPINUP,0.141525,0.443231,0.002706,0.097294,-0.246656,-0.261900,0.018977,-0.439904,0.974773,1
0.143,SPINUP,0.141621,0.443249,0.002559,0.097441,-0.248971,-0.261900,0.018513,-0.439904,0.939433,1
0.144,SPINUP,0.141715,0.443267,0.002421,0.097579,-0.251135,-0.261900,0.017748,-0.439904,0.999641,1
0.145,SPINUP,0.141808,0.443284,0.002290,0.097710,-0.253143,-0.261900,0.016747,-0.439904,1.071511,1
0.146,SPINUP,0.141898,0.443299,0.002167,0.097833,-0.255000,-0.261900,0.015547,-0.439904,1.142630,1
0.147,SPINUP,0.141986,0.443313,0.002051,0.097949,-0.256713,-0.261900,0.014178,-0.439904,1.208918,1
0.148,SPINUP,0.142071,0.443326,0.001943,0.098057,-0.258291,-0.261900,0.012667,-0.439904,1.269461,1
0.149,SPINUP,0.142154,0.443337,0.001840,0.098160,-0.259744,-0.261900,0.011042,-0.439904,1.324239,1
0.150,SPINUP,0.142234,0.443346,0.001744,0.098256,-0.261080,-0.261900,0.009328,-0.439904,1.373456,1
0.151,SPINUP,0.142312,0.443354,0.001653,0.098347,-0.262305,-0.261900,0.007552,-0.439904,1.417352,1
0.152,SPINUP,0.142386,0.443360,0.001568,0.098432,-0.263428,-0.261900,0.005735,-0.439904,1.456146,1
0.153,SPINUP,0.142457,0.443364,0.001489,0.098511,-0.264456,-0.261900,0.003901,-0.439904,1.490030,1
0.154,SPINUP,0.142524,0.443366,0.001415,0.098585,-0.265396,-0.261900,0.002068,-0.439904,1.519171,1
0.155,SPINUP,0.142589,0.443366,0.001345,0.098655,-0.266253,-0.261900,0.000255,-0.439904,1.543803,1
0.156,SPINUP,0.142649,0.443364,0.001281,0.098719,-0.267034,-0.261900,-0.001523,-0.439904,1.563739,1
0.157,SPINUP,0.142706,0.443361,0.001221,0.098779,-0.267746,-0.261900,-0.003253,-0.439904,1.579565,1
0.158,SPINUP,0.142760,0.443356,0.001167,0.098833,-0.268393,-0.261900,-0.004923,-0.439904,1.591093,1
0.159,SPINUP,0.142809,0.443350,0.001116,0.098884,-0.268981,-0.261900,-0.006524,-0.439904,1.598501,1
0.160,SPINUP,0.142855,0.443342,0.001071,0.098929,-0.269516,-0.261900,-0.008049,-0.439904,1.601889,1
0.161,SPINUP,0.142897,0.443332,0.001029,0.098971,-0.270001,-0.261900,-0.009493,-0.439904,1.601351,1
0.162,SPINUP,0.142935,0.443321,0.000992,0.099008,-0.270443,-0.261900,-0.010853,-0.439904,1.596978,1
0.163,SPINUP,0.142969,0.443309,0.000959,0.099041,-0.270845,-0.261900,-0.012128,-0.439904,1.588856,1
0.164,SPINUP,0.142999,0.443296,0.000930,0.099070,-0.271211,-0.261900,-0.013317,-0.439904,1.577067,1
0.165,SPINUP,0.143024,0.443281,0.000905,0.099095,-0.271546,-0.261900,-0.014423,-0.439904,1.561691,1
0.166,SPINUP,0.143046,0.443266,0.000884,0.099116,-0.271853,-0.261900,-0.015447,-0.439904,1.542803,1
0.167,SPINUP,0.143063,0.443250,0.000867,0.099133,-0.272137,-0.261900,-0.016394,-0.439904,1.520477,1
0.168,SPINUP,0.143076,0.443232,0.000853,0.099147,-0.272400,-0.261900,-0.017269,-0.439904,1.494783,1
0.169,SPINUP,0.143085,0.443214,0.000843,0.099157,-0.272646,-0.261900,-0.018076,-0.439904,1.465785,1
0.170,SPINUP,0.143090,0.443195,0.000837,0.099163,-0.272879,-0.261900,-0.018821,-0.439904,1.433549,1
0.171,SPINUP,0.143091,0.443176,0.000834,0.099166,-0.273100,-0.261900,-0.019512,-0.439904,1.398135,1
0.172,SPINUP,0.143087,0.443156,0.000834,0.099166,-0.273313,-0.261900,-0.020153,-0.439904,1.359600,1
0.173,SPINUP,0.143079,0.443135,0.000837,0.099163,-0.273521,-0.261900,-0.020751,-0.439904,1.318000,1
0.174,SPINUP,0.143067,0.443114,0.000844,0.099156,-0.273725,-0.261900,-0.021312,-0.439904,1.273387,1
0.175,SPINUP,0.143051,0.443092,0.000853,0.099147,-0.273929,-0.261900,-0.021842,-0.439904,1.225811,1
0.176,SPINUP,0.143032,0.443070,0.000865,0.099135,-0.274165,-0.261900,-0.021363,-0.439904,1.138911,1
0.177,SPINUP,0.143009,0.443050,0.000878,0.099122,-0.274428,-0.261900,-0.020649,-0.439904,1.056594,1
0.178,SPINUP,0.142984,0.443030,0.000892,0.099108,-0.274713,-0.261900,-0.019869,-0.439904,0.977712,1
0.179,SPINUP,0.142956,0.443011,0.000907,0.099093,-0.275016,-0.261900,-0.019071,-0.439904,0.901300,1
0.180,SPINUP,0.142927,0.442993,0.000923,0.099077,-0.275333,-0.261900,-0.018299,-0.439904,0.827139,1
0.181,SPINUP,0.142895,0.442975,0.000940,0.099060,-0.275656,-0.261900,-0.017763,-0.439904,0.761401,1
0.182,SPINUP,0.142861,0.442957,0.000958,0.099042,-0.275984,-0.261900,-0.017349,-0.439904,0.695420,1
0.183,SPINUP,0.142826,0.442940,0.000977,0.099023,-0.276318,-0.261900,-0.017028,-0.439904,0.628242,1
0.184,SPINUP,0.142788,0.442924,0.000996,0.099004,-0.276657,-0.261900,-0.016794,-0.439904,0.559511,1
0.185,SPINUP,0.142749,0.442907,0.001017,0.098983,-0.277004,-0.261900,-0.016644,-0.439904,0.489141,1
0.186,SPINUP,0.142709,0.442890,0.001038,0.098962,-0.277357,-0.261900,-0.016578,-0.439904,0.417142,1
0.187,SPINUP,0.142667,0.442874,0.001061,0.098939,-0.277717,-0.261900,-0.016590,-0.439904,0.343553,1
0.188,SPINUP,0.142623,0.442857,0.001083,0.098917,-0.278086,-0.261900,-0.016676,-0.439904,0.268431,1
0.189,SPINUP,0.142579,0.442840,0.001107,0.098893,-0.278462,-0.261900,-0.016827,-0.439904,0.191836,1
0.190,SPINUP,0.142533,0.442823,0.001130,0.098870,-0.278846,-0.261900,-0.017034,-0.439904,0.113833,1
0.191,SPINUP,0.142487,0.442806,0.001155,0.098845,-0.279239,-0.261900,-0.017288,-0.439904,0.034488,1
0.192,SPINUP,0.142439,0.442788,0.001179,0.098821,-0.279640,-0.261900,-0.017579,-0.439904,-0.046133,1
0.193,SPINUP,0.142391,0.442770,0.001204,0.098796,-0.280049,-0.261900,-0.017894,-0.439904,-0.127963,1
0.194,SPINUP,0.142342,0.442752,0.001229,0.098771,-0.280467,-0.261900,-0.018224,-0.439904,-0.210937,1
0.195,SPINUP,0.142292,0.442734,0.001254,0.098746,-0.280892,-0.261900,-0.018558,-0.439904,-0.294989,1
0.196,SPINUP,0.142242,0.442715,0.001279,0.098721,-0.281325,-0.261900,-0.018884,-0.439904,-0.380054,1
0.197,SPINUP,0.142192,0.442696,0.001304,0.098696,-0.281766,-0.261900,-0.019194,-0.439904,-0.466069,1
0.198,SPINUP,0.142141,0.442676,0.001329,0.098671,-0.282215,-0.261900,-0.019477,-0.439904,-0.552970,1
0.199,SPINUP,0.142090,0.442656,0.001353,0.098647,-0.282670,-0.261900,-0.019726,-0.439904,-0.640695,1
0.200,SPINUP,0.142039,0.442637,0.001378,0.098622,-0.283131,-0.261900,-0.019933,-0.439904,-0.729183,1
0.201,SPINUP,0.141989,0.442616,0.001402,0.098598,-0.283599,-0.261900,-0.020092,-0.439904,-0.818372,1
0.202,SPINUP,0.141938,0.442596,0.001426,0.098574,-0.284073,-0.261900,-0.020196,-0.439904,-0.908203,1
0.203,SPINUP,0.141887,0.442576,0.001449,0.098551,-0.284551,-0.261900,-0.020242,-0.439904,-0.998617,1
0.204,SPINUP,0.141837,0.442556,0.001472,0.098528,-0.285034,-0.261900,-0.020226,-0.439904,-1.089554,1
0.205,SPINUP,0.141787,0.442536,0.001495,0.098505,-0.285522,-0.261900,-0.020145,-0.439904,-1.180957,1
0.206,SPINUP,0.141737,0.442516,0.001517,0.098483,-0.286012,-0.261900,-0.019999,-0.439904,-1.272767,1
0.207,SPINUP,0.141688,0.442496,0.001538,0.098462,-0.286506,-0.261900,-0.019787,-0.439904,-1.364928,1
0.208,SPINUP,0.141640,0.442476,0.001559,0.098441,-0.287002,-0.261900,-0.019509,-0.439904,-1.457383,1
0.209,SPINUP,0.141592,0.442457,0.001579,0.098421,-0.287500,-0.261900,-0.019167,-0.439904,-1.550075,1
0.210,SPINUP,0.141545,0.442438,0.001598,0.098402,-0.287999,-0.261900,-0.018762,-0.439904,-1.642949,1
0.211,SPINUP,0.141499,0.442420,0.001617,0.098383,-0.288499,-0.261900,-0.018298,-0.439904,-1.735949,1
0.212,SPINUP,0.141454,0.442402,0.001635,0.098365,-0.288998,-0.261900,-0.017778,-0.439904,-1.829020,1
0.213,SPINUP,0.141410,0.442385,0.001652,0.098348,-0.289496,-0.261900,-0.017204,-0.439904,-1.922109,1
0.214,SPINUP,0.141366,0.442369,0.001669,0.098331,-0.289993,-0.261900,-0.016583,-0.439904,-2.015161,1
0.215,SPINUP,0.141324,0.442353,0.001684,0.098316,-0.290488,-0.261900,-0.015917,-0.439904,-2.108124,1
0.216,SPINUP,0.141283,0.442337,0.001699,0.098301,-0.290980,-0.261900,-0.015212,-0.439904,-2.200945,1
0.217,SPINUP,0.141244,0.442323,0.001713,0.098287,-0.291468,-0.261900,-0.014472,-0.439904,-2.293572,1
0.218,SPINUP,0.141205,0.442309,0.001725,0.098275,-0.291953,-0.261900,-0.013703,-0.439904,-2.385956,1
0.219,SPINUP,0.141168,0.442296,0.001737,0.098263,-0.292432,-0.261900,-0.012909,-0.439904,-2.478046,1
0.220,SPINUP,0.141132,0.442284,0.001748,0.098252,-0.292906,-0.261900,-0.012094,-0.439904,-2.569794,1
0.221,SPINUP,0.141098,0.442273,0.001759,0.098241,-0.293375,-0.261900,-0.011265,-0.439904,-2.661156,1
0.222,SPINUP,0.141065,0.442263,0.001768,0.098232,-0.293830,-0.261900,-0.010432,-0.439904,-2.745029,1
0.223,SPINUP,0.141033,0.442253,0.001779,0.098221,-0.294253,-0.261900,-0.009623,-0.439904,-2.805674,1
0.224,SPINUP,0.141003,0.442244,0.001790,0.098210,-0.294643,-0.261900,-0.008826,-0.439904,-2.865356,1
0.225,SPINUP,0.140974,0.442236,0.001801,0.098199,-0.295002,-0.261900,-0.008039,-0.439904,-2.924029,1
0.226,SPINUP,0.140947,0.442229,0.001813,0.098187,-0.295329,-0.261900,-0.007264,-0.439904,-2.981752,1
0.227,SPINUP,0.140921,0.442222,0.001825,0.098175,-0.295625,-0.261900,-0.006502,-0.439904,-3.038552,1
0.228,SPINUP,0.140896,0.442217,0.001837,0.098163,-0.295890,-0.261900,-0.005757,-0.439904,-3.094441,1
0.229,SPINUP,0.140873,0.442211,0.001849,0.098151,-0.296126,-0.261900,-0.005029,-0.439904,-3.149425,1
0.230,SPINUP,0.140852,0.442207,0.001862,0.098138,-0.296333,-0.261900,-0.004321,-0.439904,-3.203503,1
0.231,SPINUP,0.140832,0.442204,0.001874,0.098126,-0.296510,-0.261900,-0.003634,-0.439904,-3.256671,1
