Time,Phase,Height,Vel_Z,Angle,Contact
0.08700000000000001,0,0.1419927912701327,-0.2988136676543851,-0.023948523488379614,True
0.088,0,0.141711325378517,-0.28146589161570645,-0.023906129567070167,True
0.089,0,0.141447890932718,-0.2634344457989879,-0.023859123395499005,True
0.09,0,0.14120311565603413,-0.2447752766838729,-0.023807739340576894,True
0.091,0,0.14097757012712678,-0.22554552890735602,-0.023752225661051618,True
0.092,0,0.1407717667533231,-0.20580337380368685,-0.023692844024582046,True
0.093,0,0.14058615891857298,-0.18560783475010667,-0.02362986882960973,True
0.094,0,0.1404211403071644,-0.16501861140857943,-0.023563586362041637,True
0.095,0,0.1402770444025709,-0.1440959045934942,-0.023494293810955167,True
0.096,0,0.1401541441593783,-0.12290024319261406,-0.023422298163306106,True
0.097,0,0.14005265184507465,-0.10149231430364725,-0.023347914994696007,True
0.098,0,0.13997271904755182,-0.07993279752283033,-0.023271467171237365,True
0.099,0,0.13991443684344212,-0.0582822041096942,-0.023193283476320815,True
